card name,appearances,probability of appearing in a hand,expected_appearances,deviation,percent_deviation,deviation_above_tolerable_threshold
2 of Clubs,10786,0.3269230769230769,10897.0,-111.0,0.010186289804533358,True
3 of Clubs,10922,0.3269230769230769,10897.0,25.0,0.002294209415435441,False
4 of Clubs,10911,0.3269230769230769,10897.0,14.0,0.001284757272643847,False
5 of Clubs,10942,0.3269230769230769,10897.0,45.0,0.0041295769477837935,False
6 of Clubs,11007,0.3269230769230769,10897.0,110.0,0.010094521427915941,True
7 of Clubs,10862,0.3269230769230769,10897.0,-35.0,0.0032118931816096175,False
8 of Clubs,10888,0.3269230769230769,10897.0,-9.0,0.0008259153895567588,False
9 of Clubs,11016,0.3269230769230769,10897.0,119.0,0.0109204368174727,True
10 of Clubs,10859,0.3269230769230769,10897.0,-38.0,0.00348719831146187,False
Jack of Clubs,11003,0.3269230769230769,10897.0,106.0,0.00972744792144627,False
Queen of Clubs,11003,0.3269230769230769,10897.0,106.0,0.00972744792144627,False
King of Clubs,10767,0.3269230769230769,10897.0,-130.0,0.011929888960264293,True
Ace of Clubs,10916,0.3269230769230769,10897.0,19.0,0.001743599155730935,False
2 of Diamonds,10879,0.3269230769230769,10897.0,-18.0,0.0016518307791135176,False
3 of Diamonds,10950,0.3269230769230769,10897.0,53.0,0.004863723960723135,False
4 of Diamonds,10798,0.3269230769230769,10897.0,-99.0,0.009085069285124345,False
5 of Diamonds,11006,0.3269230769230769,10897.0,109.0,0.010002753051298522,True
6 of Diamonds,11019,0.3269230769230769,10897.0,122.0,0.011195741947324951,True
7 of Diamonds,10821,0.3269230769230769,10897.0,-76.0,0.00697439662292374,False
8 of Diamonds,11097,0.3269230769230769,10897.0,200.0,0.018353675323483528,True
9 of Diamonds,10852,0.3269230769230769,10897.0,-45.0,0.0041295769477837935,False
10 of Diamonds,10956,0.3269230769230769,10897.0,59.0,0.00541433422042764,False
Jack of Diamonds,11008,0.3269230769230769,10897.0,111.0,0.010186289804533358,True
Queen of Diamonds,10862,0.3269230769230769,10897.0,-35.0,0.0032118931816096175,False
King of Diamonds,10857,0.3269230769230769,10897.0,-40.0,0.0036707350646967055,False
Ace of Diamonds,10819,0.3269230769230769,10897.0,-78.0,0.007157933376158576,False
2 of Hearts,10903,0.3269230769230769,10897.0,6.0,0.0005506102597045058,False
3 of Hearts,10912,0.3269230769230769,10897.0,15.0,0.0013765256492612645,False
4 of Hearts,10880,0.3269230769230769,10897.0,-17.0,0.0015600624024961,False
5 of Hearts,10904,0.3269230769230769,10897.0,7.0,0.0006423786363219235,False
6 of Hearts,10964,0.3269230769230769,10897.0,67.0,0.006148481233366982,False
7 of Hearts,10853,0.3269230769230769,10897.0,-44.0,0.004037808571166376,False
8 of Hearts,10814,0.3269230769230769,10897.0,-83.0,0.007616775259245664,False
9 of Hearts,10858,0.3269230769230769,10897.0,-39.0,0.003578966688079288,False
10 of Hearts,10901,0.3269230769230769,10897.0,4.0,0.00036707350646967055,False
Jack of Hearts,10837,0.3269230769230769,10897.0,-60.0,0.005506102597045058,False
Queen of Hearts,10907,0.3269230769230769,10897.0,10.0,0.0009176837661741764,False
King of Hearts,10864,0.3269230769230769,10897.0,-33.0,0.003028356428374782,False
Ace of Hearts,10920,0.3269230769230769,10897.0,23.0,0.0021106726622006056,False
2 of Spades,10912,0.3269230769230769,10897.0,15.0,0.0013765256492612645,False
3 of Spades,10752,0.3269230769230769,10897.0,-145.0,0.013306414609525558,True
4 of Spades,10694,0.3269230769230769,10897.0,-203.0,0.018628980453335782,True
5 of Spades,10822,0.3269230769230769,10897.0,-75.0,0.006882628246306323,False
6 of Spades,10859,0.3269230769230769,10897.0,-38.0,0.00348719831146187,False
7 of Spades,10863,0.3269230769230769,10897.0,-34.0,0.0031201248049922,False
8 of Spades,10795,0.3269230769230769,10897.0,-102.0,0.0093603744149766,False
9 of Spades,11037,0.3269230769230769,10897.0,140.0,0.01284757272643847,True
10 of Spades,11100,0.3269230769230769,10897.0,203.0,0.018628980453335782,True
Jack of Spades,10986,0.3269230769230769,10897.0,89.0,0.00816738551895017,False
Queen of Spades,10810,0.3269230769230769,10897.0,-87.0,0.007983848765715335,False
King of Spades,10808,0.3269230769230769,10897.0,-89.0,0.00816738551895017,False
Ace of Spades,10883,0.3269230769230769,10897.0,-14.0,0.001284757272643847,False
