player,wins,expected_wins,deviation,percent_deviation,deviation_above_tolerable_threshold
0,1027.2833333333333,1000.0,27.283333333333303,0.027283333333333302,True
1,1003.5333333333333,1000.0,3.533333333333303,0.003533333333333303,False
2,1015.3666666666667,1000.0,15.366666666666674,0.015366666666666674,True
3,986.95,1000.0,-13.049999999999955,0.013049999999999954,True
4,1013.5333333333333,1000.0,13.533333333333303,0.013533333333333303,True
5,990.3666666666667,1000.0,-9.633333333333326,0.009633333333333325,False
6,1006.5333333333333,1000.0,6.533333333333303,0.006533333333333303,False
7,990.1166666666667,1000.0,-9.883333333333326,0.009883333333333326,False
8,993.6166666666667,1000.0,-6.383333333333326,0.006383333333333326,False
9,972.7,1000.0,-27.299999999999955,0.027299999999999956,True
