player,wins,expected_wins,deviation,percent_deviation,deviation_above_tolerable_threshold
0,22179.883333333335,22000.0,179.88333333333503,0.008176515151515228,False
1,21960.05,22000.0,-39.95000000000073,0.001815909090909124,False
2,21843.05,22000.0,-156.95000000000073,0.007134090909090942,False
3,22094.133333333335,22000.0,94.13333333333503,0.004278787878787956,False
4,21725.3,22000.0,-274.7000000000007,0.012486363636363669,True
5,22111.966666666667,22000.0,111.96666666666715,0.005089393939393961,False
6,21904.8,22000.0,-95.20000000000073,0.00432727272727276,False
7,22000.8,22000.0,0.7999999999992724,3.636363636360329e-05,False
8,22062.633333333335,22000.0,62.63333333333503,0.002846969696969774,False
9,22117.383333333335,22000.0,117.38333333333503,0.005335606060606138,False
