player,wins,expected_wins,deviation,percent_deviation,deviation_above_tolerable_threshold
0,15134.066666666668,15000.0,134.06666666666752,0.008937777777777834,False
1,14987.566666666668,15000.0,-12.433333333332484,0.0008288888888888323,False
2,15122.4,15000.0,122.39999999999964,0.008159999999999976,False
3,15075.15,15000.0,75.14999999999964,0.005009999999999975,False
4,14809.4,15000.0,-190.60000000000036,0.01270666666666669,True
5,15260.4,15000.0,260.39999999999964,0.017359999999999976,True
6,14930.983333333334,15000.0,-69.01666666666642,0.004601111111111095,False
7,14861.15,15000.0,-138.85000000000036,0.00925666666666669,False
8,14929.15,15000.0,-70.85000000000036,0.004723333333333358,False
9,14889.733333333334,15000.0,-110.26666666666642,0.007351111111111095,False
