player,wins,expected_wins,deviation,percent_deviation,deviation_above_tolerable_threshold
0,3955.766666666667,4000.0,-44.23333333333312,0.01105833333333328,True
1,4023.516666666667,4000.0,23.51666666666688,0.00587916666666672,False
2,4073.016666666667,4000.0,73.01666666666688,0.01825416666666672,True
3,4007.4333333333334,4000.0,7.433333333333394,0.0018583333333333485,False
4,3882.1833333333334,4000.0,-117.8166666666666,0.029454166666666653,True
5,4108.766666666666,4000.0,108.76666666666642,0.027191666666666607,True
6,3973.266666666667,4000.0,-26.73333333333312,0.00668333333333328,False
7,4052.4333333333334,4000.0,52.433333333333394,0.013108333333333349,True
8,3994.6833333333334,4000.0,-5.316666666666606,0.0013291666666666515,False
9,3928.9333333333334,4000.0,-71.0666666666666,0.017766666666666653,True
