player,wins,expected_wins,deviation,percent_deviation,deviation_above_tolerable_threshold
0,5928.0,6000.0,-72.0,0.012,True
1,6071.916666666667,6000.0,71.91666666666697,0.011986111111111161,True
2,6064.583333333333,6000.0,64.58333333333303,0.010763888888888839,True
3,5990.0,6000.0,-10.0,0.0016666666666666668,False
4,5921.166666666667,6000.0,-78.83333333333303,0.013138888888888839,True
5,6132.583333333333,6000.0,132.58333333333303,0.02209722222222217,True
6,5978.75,6000.0,-21.25,0.0035416666666666665,False
7,6027.75,6000.0,27.75,0.004625,False
8,5957.5,6000.0,-42.5,0.007083333333333333,False
9,5927.75,6000.0,-72.25,0.012041666666666668,True
