player,wins,expected_wins,deviation,percent_deviation,deviation_above_tolerable_threshold
0,9073.7,9000.0,73.70000000000073,0.00818888888888897,False
1,9021.616666666667,9000.0,21.616666666666788,0.0024018518518518655,False
2,9082.95,9000.0,82.95000000000073,0.009216666666666748,False
3,8897.783333333333,9000.0,-102.21666666666715,0.011357407407407462,True
4,8888.366666666667,9000.0,-111.63333333333321,0.01240370370370369,True
5,9205.283333333333,9000.0,205.28333333333285,0.022809259259259206,True
6,8967.033333333333,9000.0,-32.96666666666715,0.0036629629629630167,False
7,8976.616666666667,9000.0,-23.383333333333212,0.0025981481481481346,False
8,8980.116666666667,9000.0,-19.883333333333212,0.002209259259259246,False
9,8906.533333333333,9000.0,-93.46666666666715,0.010385185185185239,True
