player,wins,expected_wins,deviation,percent_deviation,deviation_above_tolerable_threshold
0,4951.483333333334,5000.0,-48.516666666666424,0.009703333333333284,False
1,5080.816666666667,5000.0,80.8166666666666,0.01616333333333332,True
2,5042.65,5000.0,42.649999999999636,0.008529999999999927,False
3,4990.483333333334,5000.0,-9.516666666666424,0.001903333333333285,False
4,4909.566666666667,5000.0,-90.4333333333334,0.018086666666666678,True
5,5155.816666666667,5000.0,155.8166666666666,0.03116333333333332,True
6,4979.816666666667,5000.0,-20.183333333333394,0.004036666666666679,False
7,5022.4,5000.0,22.399999999999636,0.004479999999999928,False
8,4960.066666666667,5000.0,-39.933333333333394,0.007986666666666678,False
9,4906.9,5000.0,-93.10000000000036,0.018620000000000074,True
