player,wins,expected_wins,deviation,percent_deviation,deviation_above_tolerable_threshold
0,10092.883333333333,10000.0,92.88333333333321,0.009288333333333322,False
1,10038.466666666667,10000.0,38.46666666666715,0.003846666666666715,False
2,10042.55,10000.0,42.54999999999927,0.004254999999999927,False
3,9969.216666666667,10000.0,-30.78333333333285,0.003078333333333285,False
4,9910.8,10000.0,-89.20000000000073,0.008920000000000072,False
5,10187.05,10000.0,187.04999999999927,0.018704999999999927,True
6,9976.133333333333,10000.0,-23.866666666666788,0.002386666666666679,False
7,9959.633333333333,10000.0,-40.36666666666679,0.004036666666666679,False
8,9947.716666666667,10000.0,-52.28333333333285,0.0052283333333332845,False
9,9875.55,10000.0,-124.45000000000073,0.012445000000000072,True
