player,wins,expected_wins,deviation,percent_deviation,deviation_above_tolerable_threshold
0,21199.133333333335,21000.0,199.13333333333503,0.009482539682539764,False
1,20967.716666666667,21000.0,-32.28333333333285,0.0015373015873015642,False
2,20867.133333333335,21000.0,-132.86666666666497,0.0063269841269840464,False
3,21101.633333333335,21000.0,101.63333333333503,0.00483968253968262,False
4,20676.8,21000.0,-323.2000000000007,0.015390476190476225,True
5,21111.8,21000.0,111.79999999999927,0.005323809523809489,False
6,20949.05,21000.0,-50.95000000000073,0.002426190476190511,False
7,21010.05,21000.0,10.049999999999272,0.00047857142857139393,False
8,21039.3,21000.0,39.29999999999927,0.0018714285714285367,False
9,21077.383333333335,21000.0,77.38333333333503,0.0036849206349207158,False
