player,wins,expected_wins,deviation,percent_deviation,deviation_above_tolerable_threshold
0,2913.05,3000.0,-86.94999999999982,0.028983333333333274,True
1,2977.4666666666667,3000.0,-22.533333333333303,0.007511111111111101,False
2,3072.883333333333,3000.0,72.88333333333321,0.024294444444444403,True
3,3018.383333333333,3000.0,18.383333333333212,0.006127777777777737,False
4,2901.3,3000.0,-98.69999999999982,0.032899999999999936,True
5,3147.883333333333,3000.0,147.8833333333332,0.049294444444444405,True
6,2985.05,3000.0,-14.949999999999818,0.004983333333333273,False
7,3044.883333333333,3000.0,44.88333333333321,0.014961111111111071,True
8,3007.8,3000.0,7.800000000000182,0.0026000000000000606,False
9,2931.3,3000.0,-68.69999999999982,0.022899999999999938,True
