player,wins,expected_wins,deviation,percent_deviation,deviation_above_tolerable_threshold
0,6965.833333333333,7000.0,-34.16666666666697,0.004880952380952424,False
1,7073.75,7000.0,73.75,0.010535714285714285,True
2,7064.25,7000.0,64.25,0.009178571428571428,False
3,6948.833333333333,7000.0,-51.16666666666697,0.0073095238095238525,False
4,6909.833333333333,7000.0,-90.16666666666697,0.012880952380952423,True
5,7130.083333333333,7000.0,130.08333333333303,0.01858333333333329,True
6,6963.416666666667,7000.0,-36.58333333333303,0.005226190476190433,False
7,7039.666666666667,7000.0,39.66666666666697,0.00566666666666671,False
8,6970.25,7000.0,-29.75,0.00425,False
9,6934.083333333333,7000.0,-65.91666666666697,0.00941666666666671,False
