player,wins,expected_wins,deviation,percent_deviation,deviation_above_tolerable_threshold
0,19211.266666666666,19000.0,211.26666666666642,0.011119298245614022,True
1,18985.933333333334,19000.0,-14.066666666665697,0.0007403508771929314,False
2,19002.85,19000.0,2.849999999998545,0.00014999999999992342,False
3,19084.516666666666,19000.0,84.51666666666642,0.004448245614035075,False
4,18700.933333333334,19000.0,-299.0666666666657,0.015740350877192933,True
5,19148.766666666666,19000.0,148.76666666666642,0.007829824561403496,False
6,18862.016666666666,19000.0,-137.98333333333358,0.007262280701754399,False
7,18985.35,19000.0,-14.650000000001455,0.0007710526315790239,False
8,18990.933333333334,19000.0,-9.066666666665697,0.0004771929824560893,False
9,19027.433333333334,19000.0,27.433333333334303,0.0014438596491228581,False
