player,wins,expected_wins,deviation,percent_deviation,deviation_above_tolerable_threshold
0,16133.033333333333,16000.0,133.03333333333285,0.008314583333333302,False
1,15983.616666666667,16000.0,-16.383333333333212,0.0010239583333333257,False
2,16118.366666666667,16000.0,118.36666666666679,0.007397916666666674,False
3,16085.366666666667,16000.0,85.36666666666679,0.005335416666666674,False
4,15781.95,16000.0,-218.04999999999927,0.013628124999999955,True
5,16246.95,16000.0,246.95000000000073,0.015434375000000045,True
6,15900.366666666667,16000.0,-99.63333333333321,0.006227083333333326,False
7,15936.7,16000.0,-63.29999999999927,0.003956249999999955,False
8,15882.283333333333,16000.0,-117.71666666666715,0.007357291666666697,False
9,15931.366666666667,16000.0,-68.63333333333321,0.004289583333333326,False
