player,wins,expected_wins,deviation,percent_deviation,deviation_above_tolerable_threshold
0,18155.266666666666,18000.0,155.26666666666642,0.008625925925925912,False
1,17987.85,18000.0,-12.150000000001455,0.0006750000000000808,False
2,18017.516666666666,18000.0,17.516666666666424,0.0009731481481481347,False
3,18069.6,18000.0,69.59999999999854,0.003866666666666586,False
4,17735.766666666666,18000.0,-264.2333333333336,0.014679629629629643,True
5,18199.266666666666,18000.0,199.26666666666642,0.011070370370370357,True
6,17884.85,18000.0,-115.15000000000146,0.006397222222222303,False
7,17989.516666666666,18000.0,-10.483333333333576,0.0005824074074074209,False
8,17975.016666666666,18000.0,-24.983333333333576,0.0013879629629629765,False
9,17985.35,18000.0,-14.650000000001455,0.0008138888888889697,False
