player,wins,expected_wins,deviation,percent_deviation,deviation_above_tolerable_threshold
0,24141.616666666665,24000.0,141.61666666666497,0.005900694444444373,False
1,23921.283333333333,24000.0,-78.71666666666715,0.0032798611111111314,False
2,23868.283333333333,24000.0,-131.71666666666715,0.005488194444444465,False
3,24090.033333333333,24000.0,90.03333333333285,0.003751388888888869,False
4,23764.616666666665,24000.0,-235.38333333333503,0.00980763888888896,False
5,24106.033333333333,24000.0,106.03333333333285,0.004418055555555535,False
6,23923.2,24000.0,-76.79999999999927,0.00319999999999997,False
7,23999.033333333333,24000.0,-0.9666666666671517,4.027777777779799e-05,False
8,24021.366666666665,24000.0,21.36666666666497,0.000890277777777707,False
9,24164.533333333333,24000.0,164.53333333333285,0.006855555555555536,False
