hole cards flavor,appearances,wins,win ratio,win ratio rounded down to nearest 5%,fewer than expected appearances
Aces paired,473,211,0.44608879492600423,0.4,True
Kings paired,440,167,0.3795454545454545,0.35000000000000003,True
Queens paired,440,136,0.3090909090909091,0.30000000000000004,True
Jacks paired,434,124,0.2857142857142857,0.25,True
10s paired,442,105,0.23755656108597284,0.2,True
"Ace, King off suit",927,217,0.23408845738942827,0.2,True
4s paired,439,99,0.2255125284738041,0.2,True
"Ace, Queen suited",326,73,0.22392638036809817,0.2,True
"King, Queen off suit",940,206,0.21914893617021278,0.2,True
8s paired,466,101,0.2167381974248927,0.2,True
"Ace, Jack off suit",899,186,0.20689655172413793,0.2,True
"King, 10 suited",318,65,0.20440251572327045,0.2,True
"King, Jack suited",318,64,0.20125786163522014,0.2,True
"Ace, Queen off suit",957,192,0.2006269592476489,0.2,True
9s paired,500,100,0.2,0.2,True
2s paired,402,77,0.19154228855721392,0.15000000000000002,True
7s paired,442,84,0.19004524886877827,0.15000000000000002,True
"Ace, King suited",300,57,0.19,0.15000000000000002,True
"Ace, 9 suited",304,57,0.1875,0.15000000000000002,True
"Ace, 10 suited",291,54,0.18556701030927836,0.15000000000000002,True
"King, Queen suited",292,54,0.18493150684931506,0.15000000000000002,True
"Jack, 10 suited",273,49,0.1794871794871795,0.15000000000000002,True
5s paired,440,77,0.175,0.15000000000000002,True
"Queen, Jack suited",322,56,0.17391304347826086,0.15000000000000002,True
3s paired,449,78,0.17371937639198218,0.15000000000000002,True
"King, Jack off suit",909,155,0.1705170517051705,0.15000000000000002,True
"Ace, Jack suited",274,46,0.1678832116788321,0.15000000000000002,True
"Ace, 9 off suit",899,150,0.1668520578420467,0.15000000000000002,True
"King, 9 off suit",906,150,0.16556291390728478,0.15000000000000002,True
"Queen, 10 suited",303,49,0.1617161716171617,0.15000000000000002,True
"King, 10 off suit",915,147,0.16065573770491803,0.15000000000000002,True
"Ace, 8 suited",282,45,0.1595744680851064,0.15000000000000002,True
"Ace, 10 off suit",906,141,0.15562913907284767,0.15000000000000002,True
"Queen, 10 off suit",904,140,0.15486725663716813,0.15000000000000002,True
6s paired,434,67,0.1543778801843318,0.15000000000000002,True
"Ace, 2 off suit",890,137,0.15393258426966291,0.15000000000000002,True
"Ace, 6 off suit",923,142,0.15384615384615385,0.15000000000000002,True
"Ace, 7 suited",338,52,0.15384615384615385,0.15000000000000002,True
"King, 5 suited",331,50,0.1510574018126888,0.15000000000000002,True
"Ace, 3 suited",282,42,0.14893617021276595,0.1,True
"King, 7 off suit",896,132,0.14732142857142858,0.1,True
"King, 6 off suit",910,133,0.14615384615384616,0.1,True
"Queen, Jack off suit",898,131,0.14587973273942093,0.1,True
"Queen, 9 off suit",933,136,0.1457663451232583,0.1,True
"King, 7 suited",298,43,0.14429530201342283,0.1,True
"Ace, 6 suited",271,39,0.14391143911439114,0.1,True
"Ace, 7 off suit",914,129,0.14113785557986872,0.1,True
"King, 5 off suit",904,127,0.1404867256637168,0.1,True
"Jack, 8 suited",292,41,0.1404109589041096,0.1,True
"Queen, 8 off suit",913,128,0.140197152245345,0.1,True
"Ace, 8 off suit",910,127,0.13956043956043956,0.1,True
"Ace, 3 off suit",937,128,0.13660618996798293,0.1,True
"King, 9 suited",287,39,0.13588850174216027,0.1,True
"Jack, 10 off suit",919,123,0.1338411316648531,0.1,True
"Jack, 9 off suit",855,113,0.13216374269005848,0.1,True
"Ace, 2 suited",311,41,0.13183279742765272,0.1,True
