hole cards flavor,appearances,wins,win ratio,win ratio rounded down to nearest 5%,fewer than expected appearances
Aces paired,1769,613,0.34652345958168457,0.30000000000000004,False
Kings paired,1834,537,0.29280261723009815,0.25,False
Queens paired,1791,462,0.25795644891122277,0.25,False
"Ace, King suited",1166,273,0.23413379073756432,0.2,False
"Ace, Queen suited",1274,296,0.23233908948194662,0.2,False
"King, Queen suited",1224,269,0.21977124183006536,0.2,False
"Ace, Jack suited",1256,267,0.2125796178343949,0.2,False
"Ace, 10 suited",1216,256,0.21052631578947367,0.2,False
Jacks paired,1802,379,0.21032186459489458,0.2,False
10s paired,1860,387,0.20806451612903226,0.2,False
"Ace, King off suit",3717,752,0.20231369383911757,0.2,False
"Jack, 10 suited",1210,244,0.20165289256198346,0.2,False
"Queen, Jack suited",1204,237,0.19684385382059802,0.15000000000000002,False
"King, Jack suited",1191,226,0.1897565071368598,0.15000000000000002,False
"Ace, 8 suited",1199,226,0.1884904086738949,0.15000000000000002,False
"Ace, 7 suited",1206,223,0.18490878938640132,0.15000000000000002,False
"Queen, 9 suited",1203,222,0.18453865336658354,0.15000000000000002,False
"Ace, 5 suited",1227,226,0.18418907905460472,0.15000000000000002,False
"King, Queen off suit",3683,677,0.1838175400488732,0.15000000000000002,False
"Ace, Queen off suit",3599,661,0.18366212836899137,0.15000000000000002,False
"King, 10 suited",1144,208,0.18181818181818182,0.15000000000000002,False
"10, 9 suited",1218,221,0.18144499178981938,0.15000000000000002,False
"Queen, 10 suited",1186,215,0.1812816188870152,0.15000000000000002,False
"Ace, 6 suited",1209,215,0.17783291976840365,0.15000000000000002,False
"Ace, 10 off suit",3626,642,0.1770546056260342,0.15000000000000002,False
"King, Jack off suit",3633,635,0.17478667767685108,0.15000000000000002,False
"King, 8 suited",1207,209,0.17315658657829328,0.15000000000000002,False
"Ace, 9 suited",1198,207,0.17278797996661102,0.15000000000000002,False
"King, 9 suited",1202,207,0.17221297836938437,0.15000000000000002,False
"Ace, Jack off suit",3522,602,0.17092561044860874,0.15000000000000002,False
9s paired,1857,316,0.17016693591814755,0.15000000000000002,False
"King, 7 suited",1241,209,0.16841257050765512,0.15000000000000002,False
"Jack, 9 suited",1198,201,0.167779632721202,0.15000000000000002,False
"Ace, 2 suited",1193,199,0.16680637049455155,0.15000000000000002,False
8s paired,1860,310,0.16666666666666666,0.15000000000000002,False
"Ace, 3 suited",1187,197,0.16596461668070767,0.15000000000000002,False
"Jack, 10 off suit",3592,596,0.16592427616926503,0.15000000000000002,False
"King, 6 suited",1160,190,0.16379310344827586,0.15000000000000002,False
"King, 3 suited",1191,195,0.163727959697733,0.15000000000000002,False
"King, 5 suited",1179,191,0.1620016963528414,0.15000000000000002,False
"Queen, 8 suited",1167,187,0.16023993144815768,0.15000000000000002,False
"Queen, 10 off suit",3534,566,0.16015846066779854,0.15000000000000002,False
"9, 8 suited",1185,189,0.15949367088607594,0.15000000000000002,False
"Queen, Jack off suit",3530,558,0.15807365439093485,0.15000000000000002,False
"King, 10 off suit",3649,575,0.1575774184708139,0.15000000000000002,False
"Queen, 6 suited",1140,179,0.1570175438596491,0.15000000000000002,False
"10, 8 suited",1128,177,0.15691489361702127,0.15000000000000002,False
"Jack, 7 suited",1241,194,0.1563255439161966,0.15000000000000002,False
"Ace, 4 suited",1183,184,0.15553677092138632,0.15000000000000002,False
7s paired,1829,283,0.15472936030617823,0.15000000000000002,False
"King, 2 suited",1211,183,0.15111478117258464,0.15000000000000002,False
5s paired,1748,261,0.14931350114416475,0.1,False
"9, 7 suited",1236,184,0.1488673139158576,0.1,False
"Queen, 7 suited",1259,187,0.14853057982525814,0.1,False
"King, 4 suited",1187,176,0.14827295703454085,0.1,False
4s paired,1884,278,0.1475583864118896,0.1,False
"8, 7 suited",1176,173,0.14710884353741496,0.1,False
6s paired,1785,262,0.14677871148459384,0.1,False
"5, 4 suited",1170,169,0.14444444444444443,0.1,False
"Ace, 9 off suit",3570,515,0.14425770308123248,0.1,False
"Queen, 5 suited",1257,181,0.14399363564041368,0.1,False
"7, 6 suited",1169,168,0.1437125748502994,0.1,False
"10, 7 suited",1176,169,0.14370748299319727,0.1,False
"Ace, 5 off suit",3615,517,0.14301521438450898,0.1,False
"10, 6 suited",1184,169,0.14273648648648649,0.1,False
"Jack, 9 off suit",3603,513,0.14238134887593673,0.1,False
"10, 9 off suit",3708,527,0.14212513484358144,0.1,False
"Jack, 8 suited",1194,169,0.14154103852596314,0.1,False
"9, 5 suited",1213,170,0.14014839241549876,0.1,False
