card name,appearances,probability of appearing in a hand,expected_appearances,deviation,percent_deviation,deviation_above_tolerable_threshold
2 of Clubs,62617,0.4807692307692308,62500.0,117.0,0.001872,False
3 of Clubs,62754,0.4807692307692308,62500.0,254.0,0.004064,False
4 of Clubs,62722,0.4807692307692308,62500.0,222.0,0.003552,False
5 of Clubs,62139,0.4807692307692308,62500.0,-361.0,0.005776,False
6 of Clubs,62598,0.4807692307692308,62500.0,98.0,0.001568,False
7 of Clubs,62370,0.4807692307692308,62500.0,-130.0,0.00208,False
8 of Clubs,62493,0.4807692307692308,62500.0,-7.0,0.000112,False
9 of Clubs,62621,0.4807692307692308,62500.0,121.0,0.001936,False
10 of Clubs,62372,0.4807692307692308,62500.0,-128.0,0.002048,False
Jack of Clubs,62324,0.4807692307692308,62500.0,-176.0,0.002816,False
Queen of Clubs,62434,0.4807692307692308,62500.0,-66.0,0.001056,False
King of Clubs,62512,0.4807692307692308,62500.0,12.0,0.000192,False
Ace of Clubs,62214,0.4807692307692308,62500.0,-286.0,0.004576,False
2 of Diamonds,62406,0.4807692307692308,62500.0,-94.0,0.001504,False
3 of Diamonds,62615,0.4807692307692308,62500.0,115.0,0.00184,False
4 of Diamonds,62398,0.4807692307692308,62500.0,-102.0,0.001632,False
5 of Diamonds,61978,0.4807692307692308,62500.0,-522.0,0.008352,False
6 of Diamonds,62618,0.4807692307692308,62500.0,118.0,0.001888,False
7 of Diamonds,62311,0.4807692307692308,62500.0,-189.0,0.003024,False
8 of Diamonds,62614,0.4807692307692308,62500.0,114.0,0.001824,False
9 of Diamonds,62601,0.4807692307692308,62500.0,101.0,0.001616,False
10 of Diamonds,62702,0.4807692307692308,62500.0,202.0,0.003232,False
Jack of Diamonds,62257,0.4807692307692308,62500.0,-243.0,0.003888,False
Queen of Diamonds,62519,0.4807692307692308,62500.0,19.0,0.000304,False
King of Diamonds,62680,0.4807692307692308,62500.0,180.0,0.00288,False
Ace of Diamonds,62637,0.4807692307692308,62500.0,137.0,0.002192,False
2 of Hearts,62908,0.4807692307692308,62500.0,408.0,0.006528,False
3 of Hearts,62977,0.4807692307692308,62500.0,477.0,0.007632,False
4 of Hearts,62330,0.4807692307692308,62500.0,-170.0,0.00272,False
5 of Hearts,62614,0.4807692307692308,62500.0,114.0,0.001824,False
6 of Hearts,62588,0.4807692307692308,62500.0,88.0,0.001408,False
7 of Hearts,62613,0.4807692307692308,62500.0,113.0,0.001808,False
8 of Hearts,62653,0.4807692307692308,62500.0,153.0,0.002448,False
9 of Hearts,62432,0.4807692307692308,62500.0,-68.0,0.001088,False
10 of Hearts,62335,0.4807692307692308,62500.0,-165.0,0.00264,False
Jack of Hearts,62632,0.4807692307692308,62500.0,132.0,0.002112,False
Queen of Hearts,62488,0.4807692307692308,62500.0,-12.0,0.000192,False
King of Hearts,62583,0.4807692307692308,62500.0,83.0,0.001328,False
Ace of Hearts,62406,0.4807692307692308,62500.0,-94.0,0.001504,False
2 of Spades,62505,0.4807692307692308,62500.0,5.0,8e-05,False
3 of Spades,62397,0.4807692307692308,62500.0,-103.0,0.001648,False
4 of Spades,62606,0.4807692307692308,62500.0,106.0,0.001696,False
5 of Spades,62256,0.4807692307692308,62500.0,-244.0,0.003904,False
6 of Spades,62601,0.4807692307692308,62500.0,101.0,0.001616,False
7 of Spades,62176,0.4807692307692308,62500.0,-324.0,0.005184,False
8 of Spades,62415,0.4807692307692308,62500.0,-85.0,0.00136,False
9 of Spades,62468,0.4807692307692308,62500.0,-32.0,0.000512,False
10 of Spades,62555,0.4807692307692308,62500.0,55.0,0.00088,False
Jack of Spades,62344,0.4807692307692308,62500.0,-156.0,0.002496,False
Queen of Spades,62499,0.4807692307692308,62500.0,-1.0,1.6e-05,False
King of Spades,62489,0.4807692307692308,62500.0,-11.0,0.000176,False
Ace of Spades,62624,0.4807692307692308,62500.0,124.0,0.001984,False
