card name,appearances,probability of appearing in a hand,expected_appearances,deviation,percent_deviation,deviation_above_tolerable_threshold
2 of Clubs,24089,0.4807692307692308,24038.46153846154,50.53846153846098,0.0021023999999999765,False
3 of Clubs,24048,0.4807692307692308,24038.46153846154,9.538461538460979,0.0003967999999999767,False
4 of Clubs,24155,0.4807692307692308,24038.46153846154,116.53846153846098,0.0048479999999999765,False
5 of Clubs,23969,0.4807692307692308,24038.46153846154,-69.46153846153902,0.0028896000000000234,False
6 of Clubs,24195,0.4807692307692308,24038.46153846154,156.53846153846098,0.006511999999999976,False
7 of Clubs,23976,0.4807692307692308,24038.46153846154,-62.46153846153902,0.0025984000000000233,False
8 of Clubs,23813,0.4807692307692308,24038.46153846154,-225.46153846153902,0.009379200000000023,False
9 of Clubs,24135,0.4807692307692308,24038.46153846154,96.53846153846098,0.004015999999999977,False
10 of Clubs,24129,0.4807692307692308,24038.46153846154,90.53846153846098,0.0037663999999999766,False
Jack of Clubs,23921,0.4807692307692308,24038.46153846154,-117.46153846153902,0.004886400000000023,False
Queen of Clubs,23953,0.4807692307692308,24038.46153846154,-85.46153846153902,0.003555200000000023,False
King of Clubs,24022,0.4807692307692308,24038.46153846154,-16.46153846153902,0.0006848000000000233,False
Ace of Clubs,23909,0.4807692307692308,24038.46153846154,-129.46153846153902,0.005385600000000023,False
2 of Diamonds,23953,0.4807692307692308,24038.46153846154,-85.46153846153902,0.003555200000000023,False
3 of Diamonds,24036,0.4807692307692308,24038.46153846154,-2.4615384615390212,0.00010240000000002328,False
4 of Diamonds,24184,0.4807692307692308,24038.46153846154,145.53846153846098,0.006054399999999976,False
5 of Diamonds,23856,0.4807692307692308,24038.46153846154,-182.46153846153902,0.007590400000000023,False
6 of Diamonds,23993,0.4807692307692308,24038.46153846154,-45.46153846153902,0.0018912000000000232,False
7 of Diamonds,24096,0.4807692307692308,24038.46153846154,57.53846153846098,0.0023935999999999766,False
8 of Diamonds,24101,0.4807692307692308,24038.46153846154,62.53846153846098,0.0026015999999999765,False
9 of Diamonds,24200,0.4807692307692308,24038.46153846154,161.53846153846098,0.006719999999999977,False
10 of Diamonds,24106,0.4807692307692308,24038.46153846154,67.53846153846098,0.002809599999999977,False
Jack of Diamonds,23818,0.4807692307692308,24038.46153846154,-220.46153846153902,0.009171200000000023,False
Queen of Diamonds,23867,0.4807692307692308,24038.46153846154,-171.46153846153902,0.007132800000000023,False
King of Diamonds,23990,0.4807692307692308,24038.46153846154,-48.46153846153902,0.0020160000000000234,False
Ace of Diamonds,23964,0.4807692307692308,24038.46153846154,-74.46153846153902,0.0030976000000000233,False
2 of Hearts,24313,0.4807692307692308,24038.46153846154,274.538461538461,0.011420799999999976,True
3 of Hearts,24147,0.4807692307692308,24038.46153846154,108.53846153846098,0.004515199999999977,False
4 of Hearts,24096,0.4807692307692308,24038.46153846154,57.53846153846098,0.0023935999999999766,False
5 of Hearts,24041,0.4807692307692308,24038.46153846154,2.5384615384609788,0.00010559999999997671,False
6 of Hearts,24135,0.4807692307692308,24038.46153846154,96.53846153846098,0.004015999999999977,False
7 of Hearts,24021,0.4807692307692308,24038.46153846154,-17.46153846153902,0.0007264000000000233,False
8 of Hearts,24188,0.4807692307692308,24038.46153846154,149.53846153846098,0.006220799999999977,False
9 of Hearts,23893,0.4807692307692308,24038.46153846154,-145.46153846153902,0.006051200000000023,False
10 of Hearts,23926,0.4807692307692308,24038.46153846154,-112.46153846153902,0.0046784000000000235,False
Jack of Hearts,24148,0.4807692307692308,24038.46153846154,109.53846153846098,0.004556799999999976,False
Queen of Hearts,24046,0.4807692307692308,24038.46153846154,7.538461538460979,0.0003135999999999767,False
King of Hearts,23983,0.4807692307692308,24038.46153846154,-55.46153846153902,0.002307200000000023,False
Ace of Hearts,24066,0.4807692307692308,24038.46153846154,27.53846153846098,0.0011455999999999767,False
2 of Spades,23957,0.4807692307692308,24038.46153846154,-81.46153846153902,0.0033888000000000234,False
3 of Spades,23895,0.4807692307692308,24038.46153846154,-143.46153846153902,0.005968000000000023,False
4 of Spades,24079,0.4807692307692308,24038.46153846154,40.53846153846098,0.0016863999999999766,False
5 of Spades,23981,0.4807692307692308,24038.46153846154,-57.46153846153902,0.0023904000000000234,False
6 of Spades,24166,0.4807692307692308,24038.46153846154,127.53846153846098,0.005305599999999976,False
7 of Spades,23935,0.4807692307692308,24038.46153846154,-103.46153846153902,0.004304000000000023,False
8 of Spades,24054,0.4807692307692308,24038.46153846154,15.538461538460979,0.0006463999999999767,False
9 of Spades,24046,0.4807692307692308,24038.46153846154,7.538461538460979,0.0003135999999999767,False
10 of Spades,24217,0.4807692307692308,24038.46153846154,178.53846153846098,0.007427199999999977,False
Jack of Spades,24028,0.4807692307692308,24038.46153846154,-10.461538461539021,0.00043520000000002326,False
Queen of Spades,24089,0.4807692307692308,24038.46153846154,50.53846153846098,0.0021023999999999765,False
King of Spades,24012,0.4807692307692308,24038.46153846154,-26.46153846153902,0.0011008000000000233,False
Ace of Spades,24060,0.4807692307692308,24038.46153846154,21.53846153846098,0.0008959999999999767,False
