card name,appearances,probability of appearing in a hand,expected_appearances,deviation,percent_deviation,deviation_above_tolerable_threshold
2 of Clubs,1,0.17307692307692307,2.423076923076923,-1.423076923076923,0.5873015873015873,True
3 of Clubs,1,0.17307692307692307,2.423076923076923,-1.423076923076923,0.5873015873015873,True
4 of Clubs,4,0.17307692307692307,2.423076923076923,1.576923076923077,0.6507936507936509,True
5 of Clubs,1,0.17307692307692307,2.423076923076923,-1.423076923076923,0.5873015873015873,True
6 of Clubs,2,0.17307692307692307,2.423076923076923,-0.4230769230769229,0.17460317460317454,True
7 of Clubs,1,0.17307692307692307,2.423076923076923,-1.423076923076923,0.5873015873015873,True
8 of Clubs,2,0.17307692307692307,2.423076923076923,-0.4230769230769229,0.17460317460317454,True
9 of Clubs,2,0.17307692307692307,2.423076923076923,-0.4230769230769229,0.17460317460317454,True
10 of Clubs,0,0.17307692307692307,2.423076923076923,-2.423076923076923,1.0,True
Jack of Clubs,2,0.17307692307692307,2.423076923076923,-0.4230769230769229,0.17460317460317454,True
Queen of Clubs,3,0.17307692307692307,2.423076923076923,0.5769230769230771,0.2380952380952382,True
King of Clubs,1,0.17307692307692307,2.423076923076923,-1.423076923076923,0.5873015873015873,True
Ace of Clubs,2,0.17307692307692307,2.423076923076923,-0.4230769230769229,0.17460317460317454,True
2 of Diamonds,3,0.17307692307692307,2.423076923076923,0.5769230769230771,0.2380952380952382,True
3 of Diamonds,1,0.17307692307692307,2.423076923076923,-1.423076923076923,0.5873015873015873,True
4 of Diamonds,4,0.17307692307692307,2.423076923076923,1.576923076923077,0.6507936507936509,True
5 of Diamonds,3,0.17307692307692307,2.423076923076923,0.5769230769230771,0.2380952380952382,True
6 of Diamonds,3,0.17307692307692307,2.423076923076923,0.5769230769230771,0.2380952380952382,True
7 of Diamonds,1,0.17307692307692307,2.423076923076923,-1.423076923076923,0.5873015873015873,True
8 of Diamonds,1,0.17307692307692307,2.423076923076923,-1.423076923076923,0.5873015873015873,True
9 of Diamonds,2,0.17307692307692307,2.423076923076923,-0.4230769230769229,0.17460317460317454,True
10 of Diamonds,0,0.17307692307692307,2.423076923076923,-2.423076923076923,1.0,True
Jack of Diamonds,1,0.17307692307692307,2.423076923076923,-1.423076923076923,0.5873015873015873,True
Queen of Diamonds,4,0.17307692307692307,2.423076923076923,1.576923076923077,0.6507936507936509,True
King of Diamonds,3,0.17307692307692307,2.423076923076923,0.5769230769230771,0.2380952380952382,True
Ace of Diamonds,3,0.17307692307692307,2.423076923076923,0.5769230769230771,0.2380952380952382,True
2 of Hearts,2,0.17307692307692307,2.423076923076923,-0.4230769230769229,0.17460317460317454,True
3 of Hearts,1,0.17307692307692307,2.423076923076923,-1.423076923076923,0.5873015873015873,True
4 of Hearts,2,0.17307692307692307,2.423076923076923,-0.4230769230769229,0.17460317460317454,True
5 of Hearts,4,0.17307692307692307,2.423076923076923,1.576923076923077,0.6507936507936509,True
6 of Hearts,2,0.17307692307692307,2.423076923076923,-0.4230769230769229,0.17460317460317454,True
7 of Hearts,1,0.17307692307692307,2.423076923076923,-1.423076923076923,0.5873015873015873,True
8 of Hearts,0,0.17307692307692307,2.423076923076923,-2.423076923076923,1.0,True
9 of Hearts,2,0.17307692307692307,2.423076923076923,-0.4230769230769229,0.17460317460317454,True
10 of Hearts,3,0.17307692307692307,2.423076923076923,0.5769230769230771,0.2380952380952382,True
Jack of Hearts,2,0.17307692307692307,2.423076923076923,-0.4230769230769229,0.17460317460317454,True
Queen of Hearts,5,0.17307692307692307,2.423076923076923,2.576923076923077,1.0634920634920637,True
King of Hearts,4,0.17307692307692307,2.423076923076923,1.576923076923077,0.6507936507936509,True
Ace of Hearts,3,0.17307692307692307,2.423076923076923,0.5769230769230771,0.2380952380952382,True
2 of Spades,3,0.17307692307692307,2.423076923076923,0.5769230769230771,0.2380952380952382,True
3 of Spades,2,0.17307692307692307,2.423076923076923,-0.4230769230769229,0.17460317460317454,True
4 of Spades,2,0.17307692307692307,2.423076923076923,-0.4230769230769229,0.17460317460317454,True
5 of Spades,7,0.17307692307692307,2.423076923076923,4.576923076923077,1.8888888888888888,True
6 of Spades,3,0.17307692307692307,2.423076923076923,0.5769230769230771,0.2380952380952382,True
7 of Spades,3,0.17307692307692307,2.423076923076923,0.5769230769230771,0.2380952380952382,True
8 of Spades,3,0.17307692307692307,2.423076923076923,0.5769230769230771,0.2380952380952382,True
9 of Spades,5,0.17307692307692307,2.423076923076923,2.576923076923077,1.0634920634920637,True
10 of Spades,4,0.17307692307692307,2.423076923076923,1.576923076923077,0.6507936507936509,True
Jack of Spades,5,0.17307692307692307,2.423076923076923,2.576923076923077,1.0634920634920637,True
Queen of Spades,2,0.17307692307692307,2.423076923076923,-0.4230769230769229,0.17460317460317454,True
King of Spades,0,0.17307692307692307,2.423076923076923,-2.423076923076923,1.0,True
Ace of Spades,5,0.17307692307692307,2.423076923076923,2.576923076923077,1.0634920634920637,True
