hole cards flavor,appearances,wins,win ratio,win ratio rounded down to nearest 5%,fewer than expected appearances
Aces paired,1287,410,0.3185703185703186,0.30000000000000004,False
Kings paired,1324,322,0.243202416918429,0.2,False
Queens paired,1364,304,0.22287390029325513,0.2,False
"Ace, King suited",931,191,0.20515574650912996,0.2,True
"Ace, Queen suited",904,180,0.19911504424778761,0.15000000000000002,True
Jacks paired,1369,271,0.197954711468225,0.15000000000000002,False
"Ace, 10 suited",901,173,0.19200887902330743,0.15000000000000002,True
"King, Queen suited",864,162,0.1875,0.15000000000000002,True
"Jack, 10 suited",892,167,0.18721973094170405,0.15000000000000002,True
"Queen, Jack suited",925,171,0.18486486486486486,0.15000000000000002,True
10s paired,1357,250,0.18422991893883567,0.15000000000000002,False
"King, Jack suited",926,168,0.18142548596112312,0.15000000000000002,True
"Ace, Jack suited",817,148,0.18115055079559364,0.15000000000000002,True
"Ace, King off suit",2805,503,0.17932263814616756,0.15000000000000002,False
"King, 10 suited",920,162,0.17608695652173914,0.15000000000000002,True
"Queen, 10 suited",903,157,0.17386489479512734,0.15000000000000002,True
"Ace, Queen off suit",2587,448,0.17317356010823348,0.15000000000000002,False
"10, 9 suited",903,154,0.17054263565891473,0.15000000000000002,True
"Queen, 9 suited",917,156,0.17011995637949837,0.15000000000000002,True
"King, 9 suited",938,158,0.16844349680170576,0.15000000000000002,True
"Ace, 3 suited",886,148,0.1670428893905192,0.15000000000000002,True
"King, 7 suited",911,150,0.16465422612513722,0.15000000000000002,True
"Ace, Jack off suit",2711,444,0.16377720398376983,0.15000000000000002,False
9s paired,1368,224,0.16374269005847952,0.15000000000000002,False
"Ace, 8 suited",934,151,0.16167023554603854,0.15000000000000002,True
"King, Jack off suit",2695,432,0.16029684601113173,0.15000000000000002,False
"Ace, 5 suited",935,149,0.15935828877005348,0.15000000000000002,True
"Ace, 6 suited",910,145,0.15934065934065933,0.15000000000000002,True
"10, 8 suited",898,143,0.15924276169265034,0.15000000000000002,True
"Jack, 9 suited",915,145,0.15846994535519127,0.15000000000000002,True
"Ace, 7 suited",874,138,0.15789473684210525,0.15000000000000002,True
"Ace, 10 off suit",2750,431,0.15672727272727272,0.15000000000000002,False
"King, Queen off suit",2644,412,0.15582450832072617,0.15000000000000002,False
"King, 8 suited",912,142,0.15570175438596492,0.15000000000000002,True
"Ace, 9 suited",950,147,0.15473684210526314,0.15000000000000002,True
"King, 10 off suit",2739,418,0.15261044176706828,0.15000000000000002,False
"Queen, Jack off suit",2707,409,0.15108976727004064,0.15000000000000002,False
"Jack, 8 suited",906,136,0.15011037527593818,0.15000000000000002,True
"Jack, 10 off suit",2739,405,0.14786418400876233,0.1,False
"Queen, 8 suited",895,132,0.14748603351955308,0.1,True
8s paired,1363,201,0.1474688187820983,0.1,False
5s paired,1325,195,0.1471698113207547,0.1,False
"Ace, 2 suited",920,135,0.14673913043478262,0.1,True
"Ace, 4 suited",926,135,0.14578833693304535,0.1,True
"Queen, 7 suited",859,125,0.14551804423748546,0.1,True
"9, 7 suited",949,136,0.14330874604847207,0.1,True
"King, 6 suited",897,128,0.1426978818283166,0.1,True
"7, 5 suited",897,126,0.14046822742474915,0.1,True
"9, 8 suited",879,123,0.13993174061433447,0.1,True
"Queen, 6 suited",921,128,0.13897937024972856,0.1,True
"King, 9 off suit",2754,376,0.1365286855482934,0.1,False
"9, 6 suited",918,125,0.13616557734204793,0.1,True
"10, 7 suited",868,118,0.1359447004608295,0.1,True
"8, 7 suited",898,121,0.13474387527839643,0.1,True
7s paired,1327,178,0.13413715146948002,0.1,False
4s paired,1308,175,0.13379204892966362,0.1,False
"King, 5 suited",946,126,0.1331923890063425,0.1,True
"King, 3 suited",871,116,0.13318025258323765,0.1,True
6s paired,1391,185,0.13299784327821712,0.1,False
"Queen, 10 off suit",2761,366,0.13256066642520825,0.1,False
"Queen, 5 suited",904,118,0.13053097345132744,0.1,True
"6, 5 suited",885,115,0.12994350282485875,0.1,True
"7, 6 suited",893,116,0.12989921612541994,0.1,True
"4, 3 suited",868,112,0.12903225806451613,0.1,True
"10, 9 off suit",2621,338,0.12895841281953452,0.1,False
2s paired,1337,172,0.1286462228870606,0.1,False
"Ace, 9 off suit",2676,343,0.1281763826606876,0.1,False
"Ace, 5 off suit",2650,338,0.12754716981132075,0.1,False
"10, 8 off suit",2758,348,0.126178390137781,0.1,False
"10, 3 suited",944,119,0.1260593220338983,0.1,True
"King, 2 suited",883,110,0.1245753114382786,0.1,True
"5, 2 suited",890,110,0.12359550561797752,0.1,True
"Jack, 7 suited",955,118,0.12356020942408377,0.1,True
"King, 4 suited",916,113,0.12336244541484716,0.1,True
"Jack, 2 suited",915,112,0.12240437158469945,0.1,True
"Queen, 3 suited",932,114,0.1223175965665236,0.1,True
3s paired,1327,161,0.12132629992464206,0.1,False
"Queen, 4 suited",927,112,0.12081984897518878,0.1,True
"10, 6 suited",862,104,0.12064965197215777,0.1,True
"8, 5 suited",888,107,0.1204954954954955,0.1,True
"10, 5 suited",900,108,0.12,0.1,True
"Jack, 4 suited",967,116,0.11995863495346432,0.1,True
"8, 6 suited",878,105,0.11958997722095673,0.1,True
"Jack, 9 off suit",2725,324,0.11889908256880734,0.1,False
"7, 4 suited",918,109,0.1187363834422658,0.1,True
"Ace, 3 off suit",2720,321,0.11801470588235294,0.1,False
"Ace, 4 off suit",2717,319,0.11740890688259109,0.1,False
"Queen, 9 off suit",2665,312,0.11707317073170732,0.1,False
"Queen, 2 suited",923,108,0.11700975081256772,0.1,True
"5, 4 suited",915,106,0.11584699453551912,0.1,True
"Ace, 7 off suit",2809,325,0.1156995372018512,0.1,False
"Queen, 8 off suit",2740,317,0.11569343065693431,0.1,False
"Jack, 6 suited",957,110,0.11494252873563218,0.1,True
"9, 5 suited",923,106,0.11484290357529794,0.1,True
"Ace, 8 off suit",2691,309,0.11482720178372352,0.1,False
"Jack, 5 suited",881,100,0.11350737797956867,0.1,True
"Jack, 8 off suit",2627,297,0.1130567186905215,0.1,False
"5, 3 suited",885,100,0.11299435028248588,0.1,True
"King, 6 off suit",2683,301,0.11218784942228849,0.1,False
"6, 4 suited",844,94,0.11137440758293839,0.1,True
"King, 5 off suit",2768,306,0.11054913294797687,0.1,False
"8, 4 suited",889,98,0.11023622047244094,0.1,True
