hole cards flavor,appearances,wins,win ratio,win ratio rounded down to nearest 5%,fewer than expected appearances
Aces paired,4548,2312,0.5083553210202286,0.5,False
Kings paired,4549,1991,0.43767861068366676,0.4,False
Queens paired,4567,1779,0.3895336106853514,0.35000000000000003,False
Jacks paired,4470,1522,0.34049217002237137,0.30000000000000004,False
"Ace, Queen suited",3108,978,0.31467181467181465,0.30000000000000004,False
"Ace, King suited",3042,947,0.31130834976988825,0.30000000000000004,False
10s paired,4581,1395,0.3045186640471513,0.30000000000000004,False
"Ace, Jack suited",2873,857,0.2982944657152802,0.25,False
"Ace, 10 suited",2995,892,0.2978297161936561,0.25,False
"Ace, King off suit",9032,2661,0.2946191319751993,0.25,False
"King, Queen suited",2961,861,0.2907801418439716,0.25,False
"King, Jack suited",2993,849,0.28366187771466755,0.25,False
9s paired,4562,1263,0.2768522577816747,0.25,False
"Ace, Queen off suit",9082,2491,0.274278793217353,0.25,False
"Queen, 10 suited",2990,817,0.27324414715719064,0.25,False
"King, 10 suited",3026,825,0.2726371447455387,0.25,False
"Queen, Jack suited",3005,813,0.27054908485856904,0.25,False
"Jack, 10 suited",2982,782,0.2622401073105298,0.25,False
"Ace, Jack off suit",8951,2332,0.2605295497709753,0.25,False
"Ace, 9 suited",3022,776,0.256783587028458,0.25,False
"King, Queen off suit",9101,2324,0.25535655422481046,0.25,False
"Ace, 8 suited",3046,758,0.24885095206828628,0.2,False
"10, 9 suited",3052,759,0.24868938401048493,0.2,False
"King, Jack off suit",9173,2275,0.248010465496566,0.2,False
"Jack, 9 suited",3102,768,0.24758220502901354,0.2,False
8s paired,4545,1124,0.2473047304730473,0.2,False
"Queen, Jack off suit",9127,2242,0.24564479018297358,0.2,False
"Ace, 10 off suit",8856,2146,0.2423215898825655,0.2,False
"King, 9 suited",3032,734,0.2420844327176781,0.2,False
"King, 10 off suit",8891,2148,0.2415926217523338,0.2,False
"Ace, 4 suited",2994,723,0.24148296593186372,0.2,False
"Ace, 7 suited",2980,717,0.2406040268456376,0.2,False
"Queen, 9 suited",2894,688,0.2377332411886662,0.2,False
"Ace, 5 suited",2975,706,0.2373109243697479,0.2,False
"Ace, 6 suited",2999,711,0.23707902634211403,0.2,False
"Ace, 3 suited",3045,709,0.2328407224958949,0.2,False
"Queen, 10 off suit",9123,2121,0.23248931272607695,0.2,False
"Jack, 10 off suit",8879,2045,0.23031872958666516,0.2,False
"King, 7 suited",2945,677,0.2298811544991511,0.2,False
"King, 8 suited",3019,690,0.22855250082808878,0.2,False
"9, 8 suited",3037,691,0.2275271649654264,0.2,False
"10, 8 suited",3001,676,0.22525824725091637,0.2,False
"Queen, 8 suited",3067,689,0.22464949462015,0.2,False
"Jack, 8 suited",3063,687,0.22428991185112634,0.2,False
"Ace, 2 suited",2997,670,0.2235568902235569,0.2,False
7s paired,4412,978,0.2216681776971895,0.2,False
"King, 6 suited",3008,651,0.21642287234042554,0.2,False
"King, 4 suited",2967,642,0.21638018200202225,0.2,False
"King, 5 suited",3083,657,0.2131041193642556,0.2,False
"Ace, 9 off suit",9032,1923,0.21290965456155891,0.2,False
"8, 7 suited",3021,639,0.211519364448858,0.2,False
"King, 9 off suit",8911,1882,0.21119964089327797,0.2,False
"Queen, 7 suited",2978,626,0.2102081934184016,0.2,False
"Ace, 8 off suit",9077,1896,0.20887958576622231,0.2,False
"10, 7 suited",3058,638,0.20863309352517986,0.2,False
"9, 7 suited",3094,643,0.20782159017453136,0.2,False
"Queen, 9 off suit",8971,1861,0.20744621558354698,0.2,False
"10, 9 off suit",9082,1850,0.20369962563312047,0.2,False
"Jack, 7 suited",3067,619,0.20182588849038147,0.2,False
6s paired,4581,924,0.2017026850032744,0.2,False
"King, 3 suited",3077,620,0.20149496262593436,0.2,False
"Ace, 7 off suit",9024,1815,0.20113031914893617,0.2,False
"10, 6 suited",2968,595,0.20047169811320756,0.2,False
"Jack, 9 off suit",9086,1820,0.20030816640986132,0.2,False
"Queen, 4 suited",3075,614,0.19967479674796748,0.15000000000000002,False
"Ace, 5 off suit",9281,1850,0.19933196853787308,0.15000000000000002,False
"Ace, 6 off suit",9105,1800,0.19769357495881384,0.15000000000000002,False
"King, 2 suited",3033,598,0.19716452357401912,0.15000000000000002,False
"Ace, 4 off suit",9105,1790,0.19659527732015375,0.15000000000000002,False
"Queen, 5 suited",2970,578,0.19461279461279463,0.15000000000000002,False
"Queen, 6 suited",2969,577,0.19434152913438868,0.15000000000000002,False
"Jack, 3 suited",3017,581,0.1925754060324826,0.15000000000000002,False
"7, 6 suited",2988,569,0.19042838018741634,0.15000000000000002,False
