hole cards flavor,appearances,wins,win ratio,win ratio rounded down to nearest 5%,fewer than expected appearances
Aces paired,3192,1625,0.5090852130325815,0.5,False
Kings paired,3162,1362,0.4307400379506641,0.4,False
Queens paired,3221,1241,0.3852840732691711,0.35000000000000003,False
Jacks paired,3133,1072,0.34216406000638366,0.30000000000000004,False
"Ace, Queen suited",2175,690,0.31724137931034485,0.30000000000000004,False
"Ace, King suited",2101,660,0.31413612565445026,0.30000000000000004,False
10s paired,3257,1005,0.3085661651826834,0.30000000000000004,False
"Ace, 10 suited",2113,636,0.3009938476100331,0.30000000000000004,False
"Ace, King off suit",6337,1890,0.2982483825153858,0.25,False
"Ace, Jack suited",2006,594,0.29611166500498504,0.25,False
"King, Queen suited",2102,616,0.29305423406279735,0.25,False
"King, Jack suited",2092,589,0.2815487571701721,0.25,False
"King, 10 suited",2079,582,0.27994227994227994,0.25,False
9s paired,3198,885,0.2767354596622889,0.25,False
"Ace, Queen off suit",6283,1730,0.2753461722107274,0.25,False
"Queen, Jack suited",2107,578,0.27432368296155674,0.25,False
"Queen, 10 suited",2077,569,0.27395281656234954,0.25,False
"Ace, Jack off suit",6304,1666,0.2642766497461929,0.25,False
"Jack, 10 suited",2054,537,0.26144109055501463,0.25,False
"Ace, 9 suited",2112,550,0.2604166666666667,0.25,False
"Ace, 8 suited",2145,550,0.2564102564102564,0.25,False
"King, Queen off suit",6339,1606,0.2533522637640006,0.25,False
"10, 9 suited",2128,539,0.2532894736842105,0.25,False
"King, Jack off suit",6425,1605,0.24980544747081712,0.2,False
"Ace, 5 suited",2072,513,0.2475868725868726,0.2,False
"Queen, Jack off suit",6431,1582,0.2459959570828798,0.2,False
"King, 9 suited",2080,511,0.2456730769230769,0.2,False
"Ace, 10 off suit",6188,1505,0.24321266968325791,0.2,False
"Jack, 9 suited",2197,525,0.23896222121074193,0.2,False
"Queen, 9 suited",2068,494,0.23887814313346228,0.2,False
8s paired,3191,761,0.2384832340958947,0.2,False
"King, 10 off suit",6286,1496,0.237989182309895,0.2,False
"Ace, 4 suited",2074,493,0.23770491803278687,0.2,False
"Ace, 7 suited",2061,489,0.23726346433770015,0.2,False
"Ace, 6 suited",2118,502,0.23701605288007555,0.2,False
"King, 8 suited",2119,496,0.2340726757904672,0.2,False
"Queen, 10 off suit",6391,1489,0.2329838835862932,0.2,False
"Ace, 3 suited",2176,501,0.23023897058823528,0.2,False
"Jack, 10 off suit",6236,1435,0.23011545862732521,0.2,False
"Ace, 2 suited",2081,478,0.2296972609322441,0.2,False
"9, 8 suited",2106,483,0.22934472934472935,0.2,False
"Queen, 8 suited",2127,486,0.22849083215796898,0.2,False
"10, 8 suited",2075,471,0.22698795180722892,0.2,False
"King, 6 suited",2126,482,0.22671683913452492,0.2,False
"King, 7 suited",2063,457,0.22152205525933108,0.2,False
"King, 4 suited",2099,459,0.21867555979037637,0.2,False
"King, 9 off suit",6211,1351,0.21751730800193206,0.2,False
"Jack, 8 suited",2169,468,0.2157676348547718,0.2,False
7s paired,3103,669,0.21559780857234934,0.2,False
"9, 7 suited",2134,450,0.21087160262417995,0.2,False
"Ace, 8 off suit",6356,1339,0.21066708621774702,0.2,False
"8, 7 suited",2092,438,0.20936902485659656,0.2,False
"Queen, 7 suited",2110,440,0.20853080568720378,0.2,False
"King, 5 suited",2190,455,0.20776255707762556,0.2,False
"Ace, 9 off suit",6335,1316,0.20773480662983426,0.2,False
"Queen, 9 off suit",6266,1299,0.2073092882221513,0.2,False
"10, 9 off suit",6370,1317,0.2067503924646782,0.2,False
"10, 7 suited",2197,454,0.20664542558033683,0.2,False
"Ace, 7 off suit",6264,1278,0.20402298850574713,0.2,False
"Jack, 7 suited",2135,433,0.2028103044496487,0.2,False
"King, 3 suited",2165,437,0.20184757505773673,0.2,False
"Ace, 4 off suit",6396,1285,0.2009068167604753,0.2,False
"Ace, 6 off suit",6366,1278,0.20075400565504242,0.2,False
"Ace, 5 off suit",6451,1291,0.20012401178111922,0.2,False
"10, 6 suited",2083,416,0.19971195391262603,0.15000000000000002,False
"Queen, 5 suited",2051,405,0.19746465138956606,0.15000000000000002,False
"Queen, 6 suited",2079,410,0.1972101972101972,0.15000000000000002,False
"Jack, 9 off suit",6367,1253,0.19679597926810113,0.15000000000000002,False
6s paired,3183,625,0.19635563933396166,0.15000000000000002,False
"Queen, 4 suited",2133,418,0.19596812001875294,0.15000000000000002,False
"Jack, 3 suited",2092,402,0.1921606118546845,0.15000000000000002,False
"5, 4 suited",2052,393,0.1915204678362573,0.15000000000000002,False
"Queen, 3 suited",2089,397,0.19004308281474389,0.15000000000000002,False
"9, 6 suited",2110,400,0.1895734597156398,0.15000000000000002,False
"8, 6 suited",2134,402,0.18837863167760074,0.15000000000000002,False
"King, 8 off suit",6448,1210,0.18765508684863524,0.15000000000000002,False
"Jack, 8 off suit",6334,1184,0.1869276918219135,0.15000000000000002,False
"Ace, 3 off suit",6464,1208,0.18688118811881188,0.15000000000000002,False
"King, 7 off suit",6161,1147,0.18617107612400585,0.15000000000000002,False
4s paired,3134,583,0.18602425015954052,0.15000000000000002,False
"King, 6 off suit",6267,1163,0.1855752353598213,0.15000000000000002,False
"King, 2 suited",2166,401,0.18513388734995384,0.15000000000000002,False
"7, 6 suited",2018,373,0.18483647175421208,0.15000000000000002,False
5s paired,3148,578,0.18360864040660738,0.15000000000000002,False
"Jack, 5 suited",2051,373,0.181862506094588,0.15000000000000002,False
"5, 3 suited",2100,381,0.18142857142857144,0.15000000000000002,False
"9, 5 suited",2066,372,0.18005808325266215,0.15000000000000002,False
"Queen, 8 off suit",6392,1148,0.17959949937421776,0.15000000000000002,False
"6, 5 suited",2130,382,0.17934272300469484,0.15000000000000002,False
"Ace, 2 off suit",6403,1147,0.17913478057160706,0.15000000000000002,False
"10, 7 off suit",6384,1140,0.17857142857142858,0.15000000000000002,False
"10, 8 off suit",6310,1124,0.17812995245641838,0.15000000000000002,False
"Jack, 6 suited",2137,380,0.17781937295273748,0.15000000000000002,False
"9, 8 off suit",6323,1124,0.17776371975328167,0.15000000000000002,False
"8, 5 suited",2069,364,0.17593040115998065,0.15000000000000002,False
"7, 4 suited",2092,367,0.1754302103250478,0.15000000000000002,False
"10, 4 suited",2148,373,0.17364990689013035,0.15000000000000002,False
"Queen, 2 suited",2081,360,0.17299375300336375,0.15000000000000002,False
"Jack, 4 suited",2211,375,0.16960651289009498,0.15000000000000002,False
"7, 5 suited",2113,357,0.1689540937056318,0.15000000000000002,False
"Jack, 2 suited",2124,358,0.16854990583804144,0.15000000000000002,False
3s paired,3125,522,0.16704,0.15000000000000002,False
"King, 5 off suit",6275,1042,0.16605577689243028,0.15000000000000002,False
"King, 4 off suit",6278,1042,0.16597642561325263,0.15000000000000002,False
"Jack, 7 off suit",6335,1049,0.16558800315706393,0.15000000000000002,False
"Queen, 7 off suit",6282,1040,0.16555237185609678,0.15000000000000002,False
"King, 3 off suit",6319,1044,0.16521601519227727,0.15000000000000002,False
"Queen, 5 off suit",6417,1054,0.1642512077294686,0.15000000000000002,False
"8, 7 off suit",6279,1030,0.1640388596910336,0.15000000000000002,False
"6, 4 suited",2050,336,0.16390243902439025,0.15000000000000002,False
"8, 4 suited",2045,335,0.16381418092909536,0.15000000000000002,False
"10, 6 off suit",6438,1039,0.16138552345448898,0.15000000000000002,False
"10, 2 suited",2053,331,0.16122747199220652,0.15000000000000002,False
"6, 3 suited",2085,335,0.1606714628297362,0.15000000000000002,False
"7, 3 suited",2148,343,0.159683426443203,0.15000000000000002,False
"Queen, 6 off suit",6241,992,0.15894888639641083,0.15000000000000002,False
"8, 6 off suit",6323,1004,0.15878538668353628,0.15000000000000002,False
"7, 6 off suit",6423,1007,0.15678032072240386,0.15000000000000002,False
2s paired,3203,498,0.1554792382141742,0.15000000000000002,False
"8, 2 suited",2168,337,0.15544280442804428,0.15000000000000002,False
"King, 2 off suit",6470,1004,0.155177743431221,0.15000000000000002,False
"9, 7 off suit",6453,993,0.15388191538819154,0.15000000000000002,False
"Queen, 4 off suit",6224,956,0.15359897172236503,0.15000000000000002,False
"10, 5 suited",2115,324,0.15319148936170213,0.15000000000000002,False
"9, 6 off suit",6467,989,0.15293026132673573,0.15000000000000002,False
"5, 2 suited",2113,322,0.15238996687174633,0.15000000000000002,False
"10, 3 suited",2146,327,0.15237651444547995,0.15000000000000002,False
"4, 3 suited",2151,327,0.15202231520223153,0.15000000000000002,False
