hole cards flavor,appearances,wins,win ratio,win ratio rounded down to nearest 5%,fewer than expected appearances
Aces paired,479,321,0.6701461377870563,0.65,True
Kings paired,459,265,0.5773420479302832,0.55,True
Queens paired,444,242,0.545045045045045,0.5,True
Jacks paired,438,221,0.5045662100456622,0.5,True
10s paired,428,197,0.4602803738317757,0.45,True
"Ace, King suited",290,132,0.45517241379310347,0.45,True
"Ace, King off suit",905,375,0.4143646408839779,0.4,True
"King, Jack suited",281,115,0.4092526690391459,0.4,True
9s paired,431,176,0.40835266821345706,0.4,True
"Ace, 10 suited",312,123,0.3942307692307692,0.35000000000000003,True
"Queen, Jack suited",287,112,0.3902439024390244,0.35000000000000003,True
"King, Queen suited",289,112,0.3875432525951557,0.35000000000000003,True
"Ace, Jack off suit",896,336,0.375,0.35000000000000003,True
"King, Queen off suit",904,336,0.37168141592920356,0.35000000000000003,True
"10, 9 suited",294,109,0.3707482993197279,0.35000000000000003,True
"Ace, Jack suited",278,103,0.37050359712230213,0.35000000000000003,True
"Jack, 10 suited",298,110,0.3691275167785235,0.35000000000000003,True
"Ace, Queen suited",306,111,0.3627450980392157,0.35000000000000003,True
"King, 6 suited",291,105,0.36082474226804123,0.35000000000000003,True
"King, Jack off suit",901,325,0.3607103218645949,0.35000000000000003,True
"Ace, Queen off suit",855,305,0.3567251461988304,0.35000000000000003,True
"King, 5 suited",309,110,0.3559870550161812,0.35000000000000003,True
7s paired,402,143,0.35572139303482586,0.35000000000000003,True
"Queen, 10 suited",299,106,0.35451505016722407,0.35000000000000003,True
8s paired,471,166,0.3524416135881104,0.35000000000000003,True
"King, 2 suited",295,103,0.34915254237288135,0.30000000000000004,True
"Ace, 7 suited",282,98,0.3475177304964539,0.30000000000000004,True
"Queen, Jack off suit",951,326,0.34279705573080965,0.30000000000000004,True
"8, 7 suited",275,94,0.3418181818181818,0.30000000000000004,True
"King, 9 suited",281,96,0.3416370106761566,0.30000000000000004,True
6s paired,414,141,0.34057971014492755,0.30000000000000004,True
"9, 7 suited",322,108,0.33540372670807456,0.30000000000000004,True
"Ace, 9 suited",310,103,0.33225806451612905,0.30000000000000004,True
"Ace, 2 suited",253,84,0.33201581027667987,0.30000000000000004,True
"King, 10 off suit",890,295,0.33146067415730335,0.30000000000000004,True
"Jack, 7 suited",290,96,0.3310344827586207,0.30000000000000004,True
"King, 10 suited",309,102,0.3300970873786408,0.30000000000000004,True
"Ace, 8 suited",288,95,0.3298611111111111,0.30000000000000004,True
"Ace, 7 off suit",832,273,0.328125,0.30000000000000004,True
"King, 8 suited",299,98,0.3277591973244147,0.30000000000000004,True
"Queen, 9 suited",296,97,0.3277027027027027,0.30000000000000004,True
"Ace, 10 off suit",911,298,0.32711306256860595,0.30000000000000004,True
"Ace, 9 off suit",955,311,0.3256544502617801,0.30000000000000004,True
"King, 4 suited",302,98,0.32450331125827814,0.30000000000000004,True
"Queen, 7 suited",294,95,0.3231292517006803,0.30000000000000004,True
"Jack, 10 off suit",913,295,0.3231106243154436,0.30000000000000004,True
"Queen, 8 suited",321,103,0.32087227414330216,0.30000000000000004,True
"King, 3 suited",255,81,0.3176470588235294,0.30000000000000004,True
"King, 9 off suit",897,282,0.31438127090301005,0.30000000000000004,True
"Ace, 8 off suit",927,291,0.313915857605178,0.30000000000000004,True
"Queen, 4 suited",268,84,0.31343283582089554,0.30000000000000004,True
"Ace, 5 suited",295,92,0.31186440677966104,0.30000000000000004,True
"Queen, 10 off suit",939,292,0.3109691160809372,0.30000000000000004,True
"Ace, 4 suited",295,91,0.30847457627118646,0.30000000000000004,True
"King, 7 off suit",917,282,0.3075245365321701,0.30000000000000004,True
"9, 8 suited",307,94,0.30618892508143325,0.30000000000000004,True
"Queen, 9 off suit",954,292,0.3060796645702306,0.30000000000000004,True
"Jack, 9 suited",290,88,0.30344827586206896,0.30000000000000004,True
"Ace, 4 off suit",909,274,0.30143014301430143,0.30000000000000004,True
"Ace, 6 off suit",909,272,0.2992299229922992,0.25,True
"10, 8 suited",310,92,0.2967741935483871,0.25,True
"Ace, 3 off suit",881,261,0.29625425652667425,0.25,True
"10, 7 suited",291,86,0.29553264604810997,0.25,True
"10, 9 off suit",904,266,0.2942477876106195,0.25,True
"5, 4 suited",324,95,0.2932098765432099,0.25,True
4s paired,432,126,0.2916666666666667,0.25,True
"Ace, 3 suited",299,86,0.28762541806020064,0.25,True
"King, 7 suited",275,79,0.2872727272727273,0.25,True
"Ace, 5 off suit",933,268,0.2872454448017149,0.25,True
"King, 5 off suit",851,244,0.28672150411280845,0.25,True
"Jack, 8 off suit",898,256,0.28507795100222716,0.25,True
"10, 6 suited",335,95,0.2835820895522388,0.25,True
"Jack, 9 off suit",933,263,0.28188638799571275,0.25,True
