card name,appearances,probability of appearing in a hand,expected_appearances,deviation,percent_deviation,deviation_above_tolerable_threshold
2 of Clubs,4932,0.40384615384615385,5048.076923076923,-116.07692307692287,0.022994285714285672,True
3 of Clubs,4979,0.40384615384615385,5048.076923076923,-69.07692307692287,0.013683809523809484,True
4 of Clubs,5022,0.40384615384615385,5048.076923076923,-26.076923076922867,0.005165714285714244,False
5 of Clubs,4937,0.40384615384615385,5048.076923076923,-111.07692307692287,0.022003809523809485,True
6 of Clubs,5035,0.40384615384615385,5048.076923076923,-13.076923076922867,0.002590476190476149,False
7 of Clubs,5069,0.40384615384615385,5048.076923076923,20.923076923077133,0.004144761904761946,False
8 of Clubs,5055,0.40384615384615385,5048.076923076923,6.923076923077133,0.001371428571428613,False
9 of Clubs,5072,0.40384615384615385,5048.076923076923,23.923076923077133,0.004739047619047661,False
10 of Clubs,5071,0.40384615384615385,5048.076923076923,22.923076923077133,0.004540952380952422,False
Jack of Clubs,5056,0.40384615384615385,5048.076923076923,7.923076923077133,0.0015695238095238511,False
Queen of Clubs,5012,0.40384615384615385,5048.076923076923,-36.07692307692287,0.007146666666666625,False
King of Clubs,5040,0.40384615384615385,5048.076923076923,-8.076923076922867,0.0015999999999999584,False
Ace of Clubs,5005,0.40384615384615385,5048.076923076923,-43.07692307692287,0.008533333333333292,False
2 of Diamonds,5060,0.40384615384615385,5048.076923076923,11.923076923077133,0.0023619047619048037,False
3 of Diamonds,5138,0.40384615384615385,5048.076923076923,89.92307692307713,0.017813333333333375,True
4 of Diamonds,5034,0.40384615384615385,5048.076923076923,-14.076923076922867,0.0027885714285713873,False
5 of Diamonds,5096,0.40384615384615385,5048.076923076923,47.92307692307713,0.009493333333333376,False
6 of Diamonds,5020,0.40384615384615385,5048.076923076923,-28.076923076922867,0.00556190476190472,False
7 of Diamonds,5124,0.40384615384615385,5048.076923076923,75.92307692307713,0.015040000000000043,True
8 of Diamonds,4884,0.40384615384615385,5048.076923076923,-164.07692307692287,0.032502857142857104,True
9 of Diamonds,5146,0.40384615384615385,5048.076923076923,97.92307692307713,0.01939809523809528,True
10 of Diamonds,5026,0.40384615384615385,5048.076923076923,-22.076923076922867,0.004373333333333292,False
Jack of Diamonds,5018,0.40384615384615385,5048.076923076923,-30.076923076922867,0.005958095238095196,False
Queen of Diamonds,5068,0.40384615384615385,5048.076923076923,19.923076923077133,0.0039466666666667085,False
King of Diamonds,4989,0.40384615384615385,5048.076923076923,-59.07692307692287,0.011702857142857102,True
Ace of Diamonds,5113,0.40384615384615385,5048.076923076923,64.92307692307713,0.012860952380952423,True
2 of Hearts,5016,0.40384615384615385,5048.076923076923,-32.07692307692287,0.006354285714285673,False
3 of Hearts,5037,0.40384615384615385,5048.076923076923,-11.076923076922867,0.002194285714285673,False
4 of Hearts,5108,0.40384615384615385,5048.076923076923,59.92307692307713,0.011870476190476233,True
5 of Hearts,5100,0.40384615384615385,5048.076923076923,51.92307692307713,0.010285714285714329,True
6 of Hearts,5073,0.40384615384615385,5048.076923076923,24.923076923077133,0.004937142857142899,False
7 of Hearts,5080,0.40384615384615385,5048.076923076923,31.923076923077133,0.006323809523809566,False
8 of Hearts,5087,0.40384615384615385,5048.076923076923,38.92307692307713,0.007710476190476232,False
9 of Hearts,5018,0.40384615384615385,5048.076923076923,-30.076923076922867,0.005958095238095196,False
10 of Hearts,4941,0.40384615384615385,5048.076923076923,-107.07692307692287,0.02121142857142853,True
Jack of Hearts,5055,0.40384615384615385,5048.076923076923,6.923076923077133,0.001371428571428613,False
Queen of Hearts,5032,0.40384615384615385,5048.076923076923,-16.076923076922867,0.0031847619047618634,False
King of Hearts,5034,0.40384615384615385,5048.076923076923,-14.076923076922867,0.0027885714285713873,False
Ace of Hearts,5058,0.40384615384615385,5048.076923076923,9.923076923077133,0.0019657142857143275,False
2 of Spades,5118,0.40384615384615385,5048.076923076923,69.92307692307713,0.013851428571428613,True
3 of Spades,5042,0.40384615384615385,5048.076923076923,-6.076923076922867,0.0012038095238094822,False
4 of Spades,5012,0.40384615384615385,5048.076923076923,-36.07692307692287,0.007146666666666625,False
5 of Spades,5050,0.40384615384615385,5048.076923076923,1.923076923077133,0.00038095238095242254,False
6 of Spades,5050,0.40384615384615385,5048.076923076923,1.923076923077133,0.00038095238095242254,False
7 of Spades,5127,0.40384615384615385,5048.076923076923,78.92307692307713,0.015634285714285757,True
8 of Spades,5087,0.40384615384615385,5048.076923076923,38.92307692307713,0.007710476190476232,False
9 of Spades,4980,0.40384615384615385,5048.076923076923,-68.07692307692287,0.013485714285714245,True
10 of Spades,5121,0.40384615384615385,5048.076923076923,72.92307692307713,0.014445714285714327,True
Jack of Spades,5122,0.40384615384615385,5048.076923076923,73.92307692307713,0.014643809523809566,True
Queen of Spades,5003,0.40384615384615385,5048.076923076923,-45.07692307692287,0.00892952380952377,False
King of Spades,5136,0.40384615384615385,5048.076923076923,87.92307692307713,0.0174171428571429,True
Ace of Spades,5012,0.40384615384615385,5048.076923076923,-36.07692307692287,0.007146666666666625,False
