card name,appearances,probability of appearing in a hand,expected_appearances,deviation,percent_deviation,deviation_above_tolerable_threshold
2 of Clubs,13998,0.21153846153846154,14102.423076923076,-104.42307692307622,0.007404619500740413,False
3 of Clubs,13952,0.21153846153846154,14102.423076923076,-150.42307692307622,0.010666470301066598,True
4 of Clubs,14322,0.21153846153846154,14102.423076923076,219.57692307692378,0.015570155701557066,True
5 of Clubs,14086,0.21153846153846154,14102.423076923076,-16.423076923076223,0.0011645571001164061,False
6 of Clubs,14214,0.21153846153846154,14102.423076923076,111.57692307692378,0.00791189730079124,False
7 of Clubs,14169,0.21153846153846154,14102.423076923076,66.57692307692378,0.0047209563004721455,False
8 of Clubs,14006,0.21153846153846154,14102.423076923076,-96.42307692307622,0.006837341100683685,False
9 of Clubs,14358,0.21153846153846154,14102.423076923076,255.57692307692378,0.018122908501812342,True
10 of Clubs,14094,0.21153846153846154,14102.423076923076,-8.423076923076223,0.0005972787000596783,False
Jack of Clubs,14113,0.21153846153846154,14102.423076923076,10.576923076923777,0.0007500075000750504,False
Queen of Clubs,14179,0.21153846153846154,14102.423076923076,76.57692307692378,0.005430054300543055,False
King of Clubs,14241,0.21153846153846154,14102.423076923076,138.57692307692378,0.009826461900982696,False
Ace of Clubs,14044,0.21153846153846154,14102.423076923076,-58.42307692307622,0.004142768700414227,False
2 of Diamonds,13943,0.21153846153846154,14102.423076923076,-159.42307692307622,0.011304658501130417,True
3 of Diamonds,14064,0.21153846153846154,14102.423076923076,-38.42307692307622,0.002724572700272408,False
4 of Diamonds,14113,0.21153846153846154,14102.423076923076,10.576923076923777,0.0007500075000750504,False
5 of Diamonds,13891,0.21153846153846154,14102.423076923076,-211.42307692307622,0.014991968101499147,True
6 of Diamonds,14160,0.21153846153846154,14102.423076923076,57.57692307692378,0.004082768100408326,False
7 of Diamonds,14088,0.21153846153846154,14102.423076923076,-14.423076923076223,0.0010227375001022243,False
8 of Diamonds,14158,0.21153846153846154,14102.423076923076,55.57692307692378,0.003940948500394145,False
9 of Diamonds,14144,0.21153846153846154,14102.423076923076,41.57692307692378,0.002948211300294871,False
10 of Diamonds,13932,0.21153846153846154,14102.423076923076,-170.42307692307622,0.012084666301208418,True
Jack of Diamonds,14077,0.21153846153846154,14102.423076923076,-25.423076923076223,0.001802745300180225,False
Queen of Diamonds,14169,0.21153846153846154,14102.423076923076,66.57692307692378,0.0047209563004721455,False
King of Diamonds,14136,0.21153846153846154,14102.423076923076,33.57692307692378,0.002380932900238143,False
Ace of Diamonds,14236,0.21153846153846154,14102.423076923076,133.57692307692378,0.009471912900947241,False
2 of Hearts,14036,0.21153846153846154,14102.423076923076,-66.42307692307622,0.0047100471004709555,False
3 of Hearts,14153,0.21153846153846154,14102.423076923076,50.57692307692378,0.00358639950035869,False
4 of Hearts,14089,0.21153846153846154,14102.423076923076,-13.423076923076223,0.0009518277000951332,False
5 of Hearts,14046,0.21153846153846154,14102.423076923076,-56.42307692307622,0.004000949100400045,False
6 of Hearts,14211,0.21153846153846154,14102.423076923076,108.57692307692378,0.007699167900769967,False
7 of Hearts,14007,0.21153846153846154,14102.423076923076,-95.42307692307622,0.006766431300676594,False
8 of Hearts,14150,0.21153846153846154,14102.423076923076,47.57692307692378,0.003373670100337417,False
9 of Hearts,14037,0.21153846153846154,14102.423076923076,-65.42307692307622,0.0046391373004638645,False
10 of Hearts,14297,0.21153846153846154,14102.423076923076,194.57692307692378,0.01379741070137979,True
Jack of Hearts,14186,0.21153846153846154,14102.423076923076,83.57692307692378,0.005926422900592692,False
Queen of Hearts,13989,0.21153846153846154,14102.423076923076,-113.42307692307622,0.008042807700804231,False
King of Hearts,14202,0.21153846153846154,14102.423076923076,99.57692307692378,0.007060979700706148,False
Ace of Hearts,14034,0.21153846153846154,14102.423076923076,-68.42307692307622,0.004851866700485138,False
2 of Spades,14043,0.21153846153846154,14102.423076923076,-59.42307692307622,0.004213678500421318,False
3 of Spades,13974,0.21153846153846154,14102.423076923076,-128.42307692307622,0.009106454700910597,False
4 of Spades,14294,0.21153846153846154,14102.423076923076,191.57692307692378,0.01358468130135852,True
5 of Spades,14200,0.21153846153846154,14102.423076923076,97.57692307692378,0.006919160100691966,False
6 of Spades,14054,0.21153846153846154,14102.423076923076,-48.42307692307622,0.003433670700343318,False
7 of Spades,14093,0.21153846153846154,14102.423076923076,-9.423076923076223,0.0006681885000667693,False
8 of Spades,13929,0.21153846153846154,14102.423076923076,-173.42307692307622,0.01229739570122969,True
9 of Spades,14173,0.21153846153846154,14102.423076923076,70.57692307692378,0.00500459550050051,False
10 of Spades,13976,0.21153846153846154,14102.423076923076,-126.42307692307622,0.008964635100896415,False
Jack of Spades,14066,0.21153846153846154,14102.423076923076,-36.42307692307622,0.002582753100258226,False
Queen of Spades,14307,0.21153846153846154,14102.423076923076,204.57692307692378,0.014506508701450701,True
King of Spades,14058,0.21153846153846154,14102.423076923076,-44.42307692307622,0.0031500315003149537,False
Ace of Spades,13835,0.21153846153846154,14102.423076923076,-267.4230769230762,0.01896291690189624,True
