card name,appearances,probability of appearing in a hand,expected_appearances,deviation,percent_deviation,deviation_above_tolerable_threshold
2 of Clubs,65487,0.40384615384615385,65625.0,-138.0,0.002102857142857143,False
3 of Clubs,65314,0.40384615384615385,65625.0,-311.0,0.004739047619047619,False
4 of Clubs,65907,0.40384615384615385,65625.0,282.0,0.004297142857142857,False
5 of Clubs,65863,0.40384615384615385,65625.0,238.0,0.0036266666666666665,False
6 of Clubs,65451,0.40384615384615385,65625.0,-174.0,0.0026514285714285715,False
7 of Clubs,65550,0.40384615384615385,65625.0,-75.0,0.001142857142857143,False
8 of Clubs,65667,0.40384615384615385,65625.0,42.0,0.00064,False
9 of Clubs,65580,0.40384615384615385,65625.0,-45.0,0.0006857142857142857,False
10 of Clubs,65814,0.40384615384615385,65625.0,189.0,0.00288,False
Jack of Clubs,65626,0.40384615384615385,65625.0,1.0,1.5238095238095238e-05,False
Queen of Clubs,65636,0.40384615384615385,65625.0,11.0,0.00016761904761904763,False
King of Clubs,65904,0.40384615384615385,65625.0,279.0,0.004251428571428572,False
Ace of Clubs,65932,0.40384615384615385,65625.0,307.0,0.004678095238095238,False
2 of Diamonds,65745,0.40384615384615385,65625.0,120.0,0.0018285714285714285,False
3 of Diamonds,65787,0.40384615384615385,65625.0,162.0,0.0024685714285714285,False
4 of Diamonds,65422,0.40384615384615385,65625.0,-203.0,0.0030933333333333334,False
5 of Diamonds,65332,0.40384615384615385,65625.0,-293.0,0.0044647619047619045,False
6 of Diamonds,65611,0.40384615384615385,65625.0,-14.0,0.00021333333333333333,False
7 of Diamonds,65506,0.40384615384615385,65625.0,-119.0,0.0018133333333333332,False
8 of Diamonds,65548,0.40384615384615385,65625.0,-77.0,0.0011733333333333333,False
9 of Diamonds,65637,0.40384615384615385,65625.0,12.0,0.00018285714285714286,False
10 of Diamonds,65661,0.40384615384615385,65625.0,36.0,0.0005485714285714285,False
Jack of Diamonds,65604,0.40384615384615385,65625.0,-21.0,0.00032,False
Queen of Diamonds,65337,0.40384615384615385,65625.0,-288.0,0.004388571428571428,False
King of Diamonds,65224,0.40384615384615385,65625.0,-401.0,0.0061104761904761905,False
Ace of Diamonds,65743,0.40384615384615385,65625.0,118.0,0.0017980952380952382,False
2 of Hearts,65801,0.40384615384615385,65625.0,176.0,0.002681904761904762,False
3 of Hearts,65437,0.40384615384615385,65625.0,-188.0,0.0028647619047619047,False
4 of Hearts,65685,0.40384615384615385,65625.0,60.0,0.0009142857142857143,False
5 of Hearts,65753,0.40384615384615385,65625.0,128.0,0.0019504761904761904,False
6 of Hearts,65461,0.40384615384615385,65625.0,-164.0,0.002499047619047619,False
7 of Hearts,65871,0.40384615384615385,65625.0,246.0,0.0037485714285714284,False
8 of Hearts,65792,0.40384615384615385,65625.0,167.0,0.0025447619047619047,False
9 of Hearts,65771,0.40384615384615385,65625.0,146.0,0.0022247619047619047,False
10 of Hearts,65263,0.40384615384615385,65625.0,-362.0,0.005516190476190477,False
Jack of Hearts,65969,0.40384615384615385,65625.0,344.0,0.005241904761904762,False
Queen of Hearts,65432,0.40384615384615385,65625.0,-193.0,0.002940952380952381,False
King of Hearts,65558,0.40384615384615385,65625.0,-67.0,0.0010209523809523809,False
Ace of Hearts,65484,0.40384615384615385,65625.0,-141.0,0.0021485714285714285,False
2 of Spades,65943,0.40384615384615385,65625.0,318.0,0.004845714285714286,False
3 of Spades,65736,0.40384615384615385,65625.0,111.0,0.0016914285714285714,False
4 of Spades,65449,0.40384615384615385,65625.0,-176.0,0.002681904761904762,False
5 of Spades,65292,0.40384615384615385,65625.0,-333.0,0.005074285714285714,False
6 of Spades,65639,0.40384615384615385,65625.0,14.0,0.00021333333333333333,False
7 of Spades,65706,0.40384615384615385,65625.0,81.0,0.0012342857142857142,False
8 of Spades,65614,0.40384615384615385,65625.0,-11.0,0.00016761904761904763,False
9 of Spades,65700,0.40384615384615385,65625.0,75.0,0.001142857142857143,False
10 of Spades,65559,0.40384615384615385,65625.0,-66.0,0.0010057142857142858,False
Jack of Spades,65692,0.40384615384615385,65625.0,67.0,0.0010209523809523809,False
Queen of Spades,65607,0.40384615384615385,65625.0,-18.0,0.00027428571428571427,False
King of Spades,65674,0.40384615384615385,65625.0,49.0,0.0007466666666666666,False
Ace of Spades,65724,0.40384615384615385,65625.0,99.0,0.0015085714285714286,False
