player,wins,expected_wins,deviation,percent_deviation,deviation_above_tolerable_threshold
0,12463.083333333334,12500.0,-36.91666666666606,0.002953333333333285,False
1,12543.75,12500.0,43.75,0.0035,False
2,12384.25,12500.0,-115.75,0.00926,False
3,12608.916666666666,12500.0,108.91666666666606,0.008713333333333285,False
