hole cards flavor,appearances,wins,win ratio,win ratio rounded down to nearest 5%,fewer than expected appearances
Aces paired,944,622,0.6588983050847458,0.65,True
Kings paired,900,550,0.6111111111111112,0.6000000000000001,True
Queens paired,949,520,0.547945205479452,0.5,True
Jacks paired,894,445,0.49776286353467564,0.45,True
10s paired,866,409,0.4722863741339492,0.45,True
"Ace, King suited",623,277,0.4446227929373997,0.4,True
9s paired,839,355,0.4231227651966627,0.4,True
"Ace, King off suit",1816,759,0.41795154185022027,0.4,False
"Ace, Queen suited",603,241,0.3996683250414594,0.35000000000000003,True
"King, Jack suited",592,235,0.3969594594594595,0.35000000000000003,True
"Ace, 10 suited",615,237,0.3853658536585366,0.35000000000000003,True
"King, Queen off suit",1788,671,0.37527964205816555,0.35000000000000003,False
"Ace, Jack suited",588,220,0.3741496598639456,0.35000000000000003,True
"King, Queen suited",612,227,0.3709150326797386,0.35000000000000003,True
"Ace, Queen off suit",1739,640,0.3680276020701553,0.35000000000000003,False
"Ace, Jack off suit",1811,665,0.3672004417448923,0.35000000000000003,False
7s paired,839,308,0.367103694874851,0.35000000000000003,True
"10, 9 suited",582,209,0.359106529209622,0.35000000000000003,True
6s paired,870,312,0.3586206896551724,0.35000000000000003,True
"Queen, 10 suited",598,214,0.35785953177257523,0.35000000000000003,True
"King, 9 suited",612,218,0.3562091503267974,0.35000000000000003,True
"King, Jack off suit",1782,628,0.35241301907968575,0.35000000000000003,False
"King, 10 suited",603,212,0.351575456053068,0.35000000000000003,True
"Jack, 10 suited",599,209,0.34891485809682804,0.30000000000000004,True
8s paired,911,317,0.34796926454445665,0.30000000000000004,True
"Ace, 9 suited",622,215,0.34565916398713825,0.30000000000000004,True
"Queen, Jack suited",585,201,0.3435897435897436,0.30000000000000004,True
"King, 6 suited",628,215,0.34235668789808915,0.30000000000000004,True
"King, 10 off suit",1797,614,0.34168057874234836,0.30000000000000004,False
"Queen, Jack off suit",1838,628,0.3416757344940152,0.30000000000000004,False
"Queen, 7 suited",600,203,0.3383333333333333,0.30000000000000004,True
"Ace, 2 suited",554,186,0.33574007220216606,0.30000000000000004,True
"King, 7 suited",608,204,0.3355263157894737,0.30000000000000004,True
"Ace, 10 off suit",1887,628,0.332803391626921,0.30000000000000004,False
"Ace, 8 suited",585,193,0.3299145299145299,0.30000000000000004,True
"Queen, 9 suited",578,189,0.32698961937716264,0.30000000000000004,True
"King, 2 suited",615,201,0.32682926829268294,0.30000000000000004,True
"Queen, 10 off suit",1824,595,0.3262061403508772,0.30000000000000004,False
"King, 8 suited",596,193,0.3238255033557047,0.30000000000000004,True
"Ace, 5 suited",581,188,0.32358003442340794,0.30000000000000004,True
"Ace, 7 suited",586,189,0.3225255972696246,0.30000000000000004,True
"Ace, 8 off suit",1862,596,0.3200859291084855,0.30000000000000004,False
"8, 7 suited",543,173,0.31860036832412525,0.30000000000000004,True
"Jack, 10 off suit",1824,581,0.31853070175438597,0.30000000000000004,False
"Ace, 4 suited",606,193,0.3184818481848185,0.30000000000000004,True
"Queen, 8 suited",646,204,0.3157894736842105,0.30000000000000004,True
"Ace, 9 off suit",1894,597,0.31520591341077087,0.30000000000000004,False
"King, 4 suited",626,197,0.3146964856230032,0.30000000000000004,True
"Jack, 7 suited",579,181,0.3126079447322971,0.30000000000000004,True
"King, 5 suited",643,199,0.3094867807153966,0.30000000000000004,True
"King, 9 off suit",1736,537,0.309331797235023,0.30000000000000004,False
"Ace, 7 off suit",1776,547,0.3079954954954955,0.30000000000000004,False
"Jack, 9 suited",611,187,0.3060556464811784,0.30000000000000004,True
"10, 8 suited",620,189,0.30483870967741933,0.30000000000000004,True
"10, 7 suited",597,181,0.30318257956448913,0.30000000000000004,True
"Ace, 4 off suit",1803,542,0.30061009428729896,0.30000000000000004,False
"Ace, 6 off suit",1809,541,0.2990602542841349,0.25,False
"Queen, 9 off suit",1820,541,0.29725274725274725,0.25,False
"Ace, 3 suited",630,187,0.2968253968253968,0.25,True
"Ace, 5 off suit",1834,541,0.29498364231188656,0.25,False
"King, 7 off suit",1758,518,0.29465301478953354,0.25,False
"King, 3 suited",568,167,0.29401408450704225,0.25,True
"Queen, 8 off suit",1876,544,0.2899786780383795,0.25,False
"Jack, 9 off suit",1869,541,0.28945960406634563,0.25,False
"Ace, 6 suited",560,162,0.2892857142857143,0.25,True
"9, 7 suited",639,184,0.28794992175273865,0.25,True
"10, 9 off suit",1856,534,0.28771551724137934,0.25,False
"10, 6 suited",633,182,0.28751974723538704,0.25,True
"Jack, 5 suited",637,183,0.28728414442700156,0.25,True
"Queen, 5 suited",599,172,0.2871452420701169,0.25,True
"9, 8 suited",642,184,0.2866043613707165,0.25,True
"Jack, 8 off suit",1802,507,0.281354051054384,0.25,False
"Jack, 8 suited",562,158,0.28113879003558717,0.25,True
"Ace, 3 off suit",1807,508,0.2811289429994466,0.25,False
5s paired,890,247,0.27752808988764044,0.25,True
"King, 6 off suit",1842,510,0.2768729641693811,0.25,False
"King, 4 off suit",1806,500,0.2768549280177187,0.25,False
"King, 5 off suit",1799,493,0.274041133963313,0.25,False
4s paired,897,245,0.2731326644370123,0.25,True
"Queen, 4 suited",572,154,0.2692307692307692,0.25,True
"9, 8 off suit",1769,475,0.26851328434143584,0.25,False
"10, 8 off suit",1854,496,0.267529665587918,0.25,False
"Queen, 2 suited",596,159,0.26677852348993286,0.25,True
"9, 6 suited",624,166,0.266025641025641,0.25,True
"King, 8 off suit",1803,479,0.26566833056017747,0.25,False
"Jack, 4 suited",562,148,0.26334519572953735,0.25,True
"5, 4 suited",619,162,0.2617124394184168,0.25,True
"8, 6 suited",593,155,0.26138279932546377,0.25,True
"8, 5 suited",574,149,0.259581881533101,0.25,True
"Queen, 3 suited",628,163,0.25955414012738853,0.25,True
"Queen, 7 off suit",1796,465,0.2589086859688196,0.25,False
"Ace, 2 off suit",1800,457,0.2538888888888889,0.25,False
"10, 7 off suit",1834,461,0.25136314067611776,0.25,False
"6, 4 suited",620,155,0.25,0.2,True
"7, 5 suited",585,146,0.24957264957264957,0.2,True
"10, 2 suited",663,165,0.248868778280543,0.2,True
"King, 3 off suit",1801,448,0.2487506940588562,0.2,False
"Queen, 6 off suit",1802,448,0.2486126526082131,0.2,False
"Jack, 7 off suit",1837,455,0.2476864452912357,0.2,False
"Jack, 6 suited",648,160,0.24691358024691357,0.2,True
"Jack, 3 suited",593,146,0.24620573355817876,0.2,True
"Queen, 6 suited",610,150,0.2459016393442623,0.2,True
"Queen, 5 off suit",1784,437,0.24495515695067266,0.2,False
"8, 7 off suit",1880,459,0.24414893617021277,0.2,False
"Jack, 6 off suit",1858,451,0.24273412271259417,0.2,False
"9, 7 off suit",1743,422,0.24211130235226622,0.2,False
"Jack, 2 suited",599,144,0.24040066777963273,0.2,True
"5, 3 suited",620,149,0.2403225806451613,0.2,True
"9, 5 suited",660,157,0.23787878787878788,0.2,True
"Queen, 4 off suit",1814,430,0.237045203969129,0.2,False
"6, 5 suited",613,145,0.2365415986949429,0.2,True
"7, 6 off suit",1833,432,0.23567921440261866,0.2,False
"5, 2 suited",555,130,0.23423423423423423,0.2,True
"Queen, 2 off suit",1730,404,0.23352601156069364,0.2,False
3s paired,883,205,0.232163080407701,0.2,True
"8, 4 suited",578,134,0.23183391003460208,0.2,True
"9, 4 suited",593,137,0.23102866779089376,0.2,True
"7, 6 suited",599,137,0.2287145242070117,0.2,True
"King, 2 off suit",1806,413,0.22868217054263565,0.2,False
