card name,appearances,probability of appearing in a hand,expected_appearances,deviation,percent_deviation,deviation_above_tolerable_threshold
2 of Clubs,6414,0.25,6250.0,164.0,0.02624,True
3 of Clubs,6297,0.25,6250.0,47.0,0.00752,False
4 of Clubs,6228,0.25,6250.0,-22.0,0.00352,False
5 of Clubs,6247,0.25,6250.0,-3.0,0.00048,False
6 of Clubs,6314,0.25,6250.0,64.0,0.01024,True
7 of Clubs,6222,0.25,6250.0,-28.0,0.00448,False
8 of Clubs,6314,0.25,6250.0,64.0,0.01024,True
9 of Clubs,6308,0.25,6250.0,58.0,0.00928,False
10 of Clubs,6268,0.25,6250.0,18.0,0.00288,False
Jack of Clubs,6313,0.25,6250.0,63.0,0.01008,True
Queen of Clubs,6253,0.25,6250.0,3.0,0.00048,False
King of Clubs,6293,0.25,6250.0,43.0,0.00688,False
Ace of Clubs,6246,0.25,6250.0,-4.0,0.00064,False
2 of Diamonds,6187,0.25,6250.0,-63.0,0.01008,True
3 of Diamonds,6332,0.25,6250.0,82.0,0.01312,True
4 of Diamonds,6266,0.25,6250.0,16.0,0.00256,False
5 of Diamonds,6237,0.25,6250.0,-13.0,0.00208,False
6 of Diamonds,6238,0.25,6250.0,-12.0,0.00192,False
7 of Diamonds,6317,0.25,6250.0,67.0,0.01072,True
8 of Diamonds,6237,0.25,6250.0,-13.0,0.00208,False
9 of Diamonds,6194,0.25,6250.0,-56.0,0.00896,False
10 of Diamonds,6310,0.25,6250.0,60.0,0.0096,False
Jack of Diamonds,6265,0.25,6250.0,15.0,0.0024,False
Queen of Diamonds,6374,0.25,6250.0,124.0,0.01984,True
King of Diamonds,6273,0.25,6250.0,23.0,0.00368,False
Ace of Diamonds,6231,0.25,6250.0,-19.0,0.00304,False
2 of Hearts,6281,0.25,6250.0,31.0,0.00496,False
3 of Hearts,6160,0.25,6250.0,-90.0,0.0144,True
4 of Hearts,6195,0.25,6250.0,-55.0,0.0088,False
5 of Hearts,6187,0.25,6250.0,-63.0,0.01008,True
6 of Hearts,6136,0.25,6250.0,-114.0,0.01824,True
7 of Hearts,6257,0.25,6250.0,7.0,0.00112,False
8 of Hearts,6472,0.25,6250.0,222.0,0.03552,True
9 of Hearts,6231,0.25,6250.0,-19.0,0.00304,False
10 of Hearts,6194,0.25,6250.0,-56.0,0.00896,False
Jack of Hearts,6143,0.25,6250.0,-107.0,0.01712,True
Queen of Hearts,6281,0.25,6250.0,31.0,0.00496,False
King of Hearts,6131,0.25,6250.0,-119.0,0.01904,True
Ace of Hearts,6200,0.25,6250.0,-50.0,0.008,False
2 of Spades,6270,0.25,6250.0,20.0,0.0032,False
3 of Spades,6118,0.25,6250.0,-132.0,0.02112,True
4 of Spades,6236,0.25,6250.0,-14.0,0.00224,False
5 of Spades,6153,0.25,6250.0,-97.0,0.01552,True
6 of Spades,6317,0.25,6250.0,67.0,0.01072,True
7 of Spades,6208,0.25,6250.0,-42.0,0.00672,False
8 of Spades,6186,0.25,6250.0,-64.0,0.01024,True
9 of Spades,6244,0.25,6250.0,-6.0,0.00096,False
10 of Spades,6254,0.25,6250.0,4.0,0.00064,False
Jack of Spades,6275,0.25,6250.0,25.0,0.004,False
Queen of Spades,6276,0.25,6250.0,26.0,0.00416,False
King of Spades,6122,0.25,6250.0,-128.0,0.02048,True
Ace of Spades,6295,0.25,6250.0,45.0,0.0072,False
